text_2.started,key_resp.started,key_resp.keys,key_resp.rt,key_resp.duration,text_3.started,key_resp_2.started,card_1.started,card_2.started,card_3.started,card_4.started,card_5.started,card_6.started,card_7.started,card_8.started,card_9.started,participant,session,date,expName,psychopyVersion,frameRate,
8.168553000024986,8.168553000024986,space,0.4324666999746114,None,,,,,,,,,,,,971714,001,2023-08-06_16h03.55.110,magic_trick_rebuild,2023.1.3,60.34606050514565,
,,,,,8.811285200004932,8.811285200004932,8.811285200004932,8.811285200004932,8.811285200004932,8.811285200004932,8.811285200004932,8.811285200004932,8.811285200004932,8.811285200004932,8.811285200004932,,,,,,,
