trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,key_resp.duration,text_3.started,key_resp_2.started,card_1.started,card_2.started,card_3.started,card_4.started,card_5.started,card_6.started,card_7.started,card_8.started,card_9.started,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,text_4.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,text.started,text.stopped,card_shown.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,8.065905300027225,8.065905300027225,space,13.445372900052462,None,,,,,,,,,,,,,,,,,,,,,,,672474,001,2023-08-06_15h39.13.083,magic_trick,2023.1.3,60.16963021729342,
,,,,,,,,,21.68054490000941,21.68054490000941,21.68054490000941,21.68054490000941,21.68054490000941,21.68054490000941,21.68054490000941,21.68054490000941,21.68054490000941,21.68054490000941,21.68054490000941,space,18.350643899990246,None,,,,,,,,,672474,001,2023-08-06_15h39.13.083,magic_trick,2023.1.3,60.16963021729342,
,,,,,,,,,,,,,,,,,,,,,,,40.063669900002424,40.063669900002424,space,18.88794119999511,None,,,,672474,001,2023-08-06_15h39.13.083,magic_trick,2023.1.3,60.16963021729342,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,58.980943400005344,59.497488800028805,59.497488800028805,672474,001,2023-08-06_15h39.13.083,magic_trick,2023.1.3,60.16963021729342,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,60.497192299983,,60.99707829998806,672474,001,2023-08-06_15h39.13.083,magic_trick,2023.1.3,60.16963021729342,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.99722760001896,,62.49709640000947,,,,,,,
