text_2.started,key_resp.started,key_resp.keys,key_resp.rt,key_resp.duration,key_resp_2.started,card_1.started,card_2.started,card_3.started,card_4.started,card_5.started,card_6.started,card_7.started,card_8.started,card_9.started,participant,session,date,expName,psychopyVersion,frameRate,
7.5064794000354595,7.5064794000354595,space,0.7929780000122264,None,,,,,,,,,,,275065,001,2023-08-06_15h23.43.819,magic_trick,2023.1.3,164.97974870168233,
,,,,,8.48030530003598,8.48030530003598,8.48030530003598,8.48030530003598,8.48030530003598,8.48030530003598,8.48030530003598,8.48030530003598,8.48030530003598,8.48030530003598,,,,,,,
