trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,key_resp.duration,key_resp_2.started,card_1.started,card_2.started,card_3.started,card_4.started,card_5.started,card_6.started,card_7.started,card_8.started,card_9.started,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,card_shown.started,card_shown.stopped,participant,session,date,expName,psychopyVersion,frameRate,
31,0,31,0,,,,,,,,,,,,,,,,,,,82.56880090001505,83.87600540003041,669592,001,2023-07-31_09h34.56.558,magic_trick,2023.1.3,164.86496723204175,
32,0,32,0,,,,,,,,,,,,,,,,,,,84.17413310002303,,669592,001,2023-07-31_09h34.56.558,magic_trick,2023.1.3,164.86496723204175,
33,0,33,0,,,,,,,,,,,,,,,,,,,85.77235139999539,,669592,001,2023-07-31_09h34.56.558,magic_trick,2023.1.3,164.86496723204175,
34,0,34,0,,,,,,,,,,,,,,,,,,,87.37145410000812,88.67927290004445,669592,001,2023-07-31_09h34.56.558,magic_trick,2023.1.3,164.86496723204175,
35,0,35,0,,,,,,,,,,,,,,,,,,,88.9722352999961,90.27679520001402,669592,001,2023-07-31_09h34.56.558,magic_trick,2023.1.3,164.86496723204175,
36,0,36,0,,,,,,,,,,,,,,,,,,,90.57387820002623,,669592,001,2023-07-31_09h34.56.558,magic_trick,2023.1.3,164.86496723204175,
37,0,37,0,,,,,,,,,,,,,,,,,,,92.17172220000066,93.47778380004456,669592,001,2023-07-31_09h34.56.558,magic_trick,2023.1.3,164.86496723204175,
38,0,38,0,,,,,,,,,,,,,,,,,,,93.76916550000897,95.07761989999563,669592,001,2023-07-31_09h34.56.558,magic_trick,2023.1.3,164.86496723204175,
39,0,39,0,,,,,,,,,,,,,,,,,,,95.36926030000905,96.6769970000023,669592,001,2023-07-31_09h34.56.558,magic_trick,2023.1.3,164.86496723204175,
40,0,40,0,,,,,,,,,,,,,,,,,,,96.9745685000089,,669592,001,2023-07-31_09h34.56.558,magic_trick,2023.1.3,164.86496723204175,
41,0,41,0,,,,,,,,,,,,,,,,,,,98.57352140004514,,669592,001,2023-07-31_09h34.56.558,magic_trick,2023.1.3,164.86496723204175,
42,0,42,0,,,,,,,,,,,,,,,,,,,100.17216600000393,101.48174310004106,669592,001,2023-07-31_09h34.56.558,magic_trick,2023.1.3,164.86496723204175,
43,0,43,0,,,,,,,,,,,,,,,,,,,101.76989420002792,103.07764289999614,669592,001,2023-07-31_09h34.56.558,magic_trick,2023.1.3,164.86496723204175,
44,0,44,0,,,,,,,,,,,,,,,,,,,103.36903400003212,104.67630690004444,669592,001,2023-07-31_09h34.56.558,magic_trick,2023.1.3,164.86496723204175,
45,0,45,0,,,,,,,,,,,,,,,,,,,104.97386180004105,,669592,001,2023-07-31_09h34.56.558,magic_trick,2023.1.3,164.86496723204175,
46,0,46,0,,,,,,,,,,,,,,,,,,,106.57316170004196,,669592,001,2023-07-31_09h34.56.558,magic_trick,2023.1.3,164.86496723204175,
47,0,47,0,,,,,,,,,,,,,,,,,,,108.16949739999836,109.47467359999428,669592,001,2023-07-31_09h34.56.558,magic_trick,2023.1.3,164.86496723204175,
48,0,48,0,,,,,,,,,,,,,,,,,,,109.77177280001342,,669592,001,2023-07-31_09h34.56.558,magic_trick,2023.1.3,164.86496723204175,
49,0,49,0,,,,,,,,,,,,,,,,,,,111.37170250003692,112.67535219999263,669592,001,2023-07-31_09h34.56.558,magic_trick,2023.1.3,164.86496723204175,
