trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,key_resp.duration,key_resp_2.started,image.started,image_2.started,image_3.started,image_4.started,image_5.started,image_6.started,image_7.started,image_8.started,image_9.started,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,participant,session,date,expName,psychopyVersion,frameRate,
,,,,8.820089299988467,8.820089299988467,space,5.983354899974074,None,,,,,,,,,,,,,,697537,001,2023-07-30_09h26.17.813,magic_trick,2023.1.3,164.36798050275513,
,,,,,,,,,14.991191899986006,14.991191899986006,14.991191899986006,14.991191899986006,14.991191899986006,14.991191899986006,14.991191899986006,14.991191899986006,14.991191899986006,14.991191899986006,space,8.516512700007297,None,697537,001,2023-07-30_09h26.17.813,magic_trick,2023.1.3,164.36798050275513,
