trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,key_resp.duration,key_resp_2.started,card_1.started,card_2.started,card_3.started,card_4.started,card_5.started,card_6.started,card_7.started,card_8.started,card_9.started,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,card_shown.started,card_shown.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,7.543357199989259,7.543357199989259,space,40.216826000018045,None,,,,,,,,,,,,,,,,382097,001,2023-07-30_18h09.47.907,magic_trick,2023.1.3,163.9088994307623,
,,,,,,,,,47.91365920001408,47.91365920001408,47.91365920001408,47.91365920001408,47.91365920001408,47.91365920001408,47.91365920001408,47.91365920001408,47.91365920001408,47.91365920001408,space,6.054855599999428,None,,,382097,001,2023-07-30_18h09.47.907,magic_trick,2023.1.3,163.9088994307623,
0,0,0,0,,,,,,,,,,,,,,,,,,,54.27393279998796,55.58117859996855,382097,001,2023-07-30_18h09.47.907,magic_trick,2023.1.3,163.9088994307623,
1,0,1,0,,,,,,,,,,,,,,,,,,,55.87274039996555,57.17512119997991,382097,001,2023-07-30_18h09.47.907,magic_trick,2023.1.3,163.9088994307623,
2,0,2,0,,,,,,,,,,,,,,,,,,,57.472828899975866,58.77531050000107,382097,001,2023-07-30_18h09.47.907,magic_trick,2023.1.3,163.9088994307623,
3,0,3,0,,,,,,,,,,,,,,,,,,,59.07300939998822,60.37995129998308,382097,001,2023-07-30_18h09.47.907,magic_trick,2023.1.3,163.9088994307623,
4,0,4,0,,,,,,,,,,,,,,,,,,,60.677457400015555,61.98180780000985,382097,001,2023-07-30_18h09.47.907,magic_trick,2023.1.3,163.9088994307623,
5,0,5,0,,,,,,,,,,,,,,,,,,,62.27341510000406,63.58036419999553,382097,001,2023-07-30_18h09.47.907,magic_trick,2023.1.3,163.9088994307623,
6,0,6,0,,,,,,,,,,,,,,,,,,,63.87778649997199,,382097,001,2023-07-30_18h09.47.907,magic_trick,2023.1.3,163.9088994307623,
7,0,7,0,,,,,,,,,,,,,,,,,,,65.47619229997508,,382097,001,2023-07-30_18h09.47.907,magic_trick,2023.1.3,163.9088994307623,
8,0,8,0,,,,,,,,,,,,,,,,,,,67.07531400001608,68.38222069997573,382097,001,2023-07-30_18h09.47.907,magic_trick,2023.1.3,163.9088994307623,
9,0,9,0,,,,,,,,,,,,,,,,,,,68.67381299997214,69.98138909996487,382097,001,2023-07-30_18h09.47.907,magic_trick,2023.1.3,163.9088994307623,
10,0,10,0,,,,,,,,,,,,,,,,,,,70.2730406000046,71.58054389996687,382097,001,2023-07-30_18h09.47.907,magic_trick,2023.1.3,163.9088994307623,
11,0,11,0,,,,,,,,,,,,,,,,,,,71.87805170001229,,382097,001,2023-07-30_18h09.47.907,magic_trick,2023.1.3,163.9088994307623,
12,0,12,0,,,,,,,,,,,,,,,,,,,73.47664930002065,,382097,001,2023-07-30_18h09.47.907,magic_trick,2023.1.3,163.9088994307623,
13,0,13,0,,,,,,,,,,,,,,,,,,,75.07534510002006,76.38233200000832,382097,001,2023-07-30_18h09.47.907,magic_trick,2023.1.3,163.9088994307623,
14,0,14,0,,,,,,,,,,,,,,,,,,,76.67393930000253,77.98159340000711,382097,001,2023-07-30_18h09.47.907,magic_trick,2023.1.3,163.9088994307623,
15,0,15,0,,,,,,,,,,,,,,,,,,,78.27357859996846,79.58053320000181,382097,001,2023-07-30_18h09.47.907,magic_trick,2023.1.3,163.9088994307623,
16,0,16,0,,,,,,,,,,,,,,,,,,,79.87877969996771,,382097,001,2023-07-30_18h09.47.907,magic_trick,2023.1.3,163.9088994307623,
17,0,17,0,,,,,,,,,,,,,,,,,,,81.47648820001632,,382097,001,2023-07-30_18h09.47.907,magic_trick,2023.1.3,163.9088994307623,
18,0,18,0,,,,,,,,,,,,,,,,,,,83.07555710000452,84.3796351000201,382097,001,2023-07-30_18h09.47.907,magic_trick,2023.1.3,163.9088994307623,
19,0,19,0,,,,,,,,,,,,,,,,,,,84.67697259999113,,382097,001,2023-07-30_18h09.47.907,magic_trick,2023.1.3,163.9088994307623,
20,0,20,0,,,,,,,,,,,,,,,,,,,86.27532139996765,87.58296129998052,382097,001,2023-07-30_18h09.47.907,magic_trick,2023.1.3,163.9088994307623,
21,0,21,0,,,,,,,,,,,,,,,,,,,87.87460599996848,89.18164069997147,382097,001,2023-07-30_18h09.47.907,magic_trick,2023.1.3,163.9088994307623,
22,0,22,0,,,,,,,,,,,,,,,,,,,89.47330740001053,90.78068269998766,382097,001,2023-07-30_18h09.47.907,magic_trick,2023.1.3,163.9088994307623,
23,0,23,0,,,,,,,,,,,,,,,,,,,91.07840339996619,,382097,001,2023-07-30_18h09.47.907,magic_trick,2023.1.3,163.9088994307623,
24,0,24,0,,,,,,,,,,,,,,,,,,,92.673051699996,93.9805161000113,382097,001,2023-07-30_18h09.47.907,magic_trick,2023.1.3,163.9088994307623,
25,0,25,0,,,,,,,,,,,,,,,,,,,94.27832440001657,,382097,001,2023-07-30_18h09.47.907,magic_trick,2023.1.3,163.9088994307623,
26,0,26,0,,,,,,,,,,,,,,,,,,,95.87470579997171,97.17994659999385,382097,001,2023-07-30_18h09.47.907,magic_trick,2023.1.3,163.9088994307623,
27,0,27,0,,,,,,,,,,,,,,,,,,,97.4773228999693,,382097,001,2023-07-30_18h09.47.907,magic_trick,2023.1.3,163.9088994307623,
28,0,28,0,,,,,,,,,,,,,,,,,,,99.07379499997478,100.38166169996839,382097,001,2023-07-30_18h09.47.907,magic_trick,2023.1.3,163.9088994307623,
29,0,29,0,,,,,,,,,,,,,,,,,,,100.67331440001726,101.98096519999672,382097,001,2023-07-30_18h09.47.907,magic_trick,2023.1.3,163.9088994307623,
30,0,30,0,,,,,,,,,,,,,,,,,,,102.27259459998459,103.57971510000061,382097,001,2023-07-30_18h09.47.907,magic_trick,2023.1.3,163.9088994307623,
