trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,key_resp.duration,key_resp_2.started,card_1.started,card_2.started,card_3.started,card_4.started,card_5.started,card_6.started,card_7.started,card_8.started,card_9.started,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,card_shown.started,card_shown.stopped,participant,session,date,expName,psychopyVersion,frameRate,
31,0,31,0,,,,,,,,,,,,,,,,,,,103.8773592999787,,382097,001,2023-07-30_18h09.47.907,magic_trick,2023.1.3,163.9088994307623,
32,0,32,0,,,,,,,,,,,,,,,,,,,105.47822980000637,,382097,001,2023-07-30_18h09.47.907,magic_trick,2023.1.3,163.9088994307623,
33,0,33,0,,,,,,,,,,,,,,,,,,,107.0769301999826,,382097,001,2023-07-30_18h09.47.907,magic_trick,2023.1.3,163.9088994307623,
34,0,34,0,,,,,,,,,,,,,,,,,,,108.67767479998292,,382097,001,2023-07-30_18h09.47.907,magic_trick,2023.1.3,163.9088994307623,
35,0,35,0,,,,,,,,,,,,,,,,,,,110.2749001000193,111.58073659997899,382097,001,2023-07-30_18h09.47.907,magic_trick,2023.1.3,163.9088994307623,
36,0,36,0,,,,,,,,,,,,,,,,,,,111.87819740001578,113.18204039998818,382097,001,2023-07-30_18h09.47.907,magic_trick,2023.1.3,163.9088994307623,
37,0,37,0,,,,,,,,,,,,,,,,,,,113.47367029997986,114.78266630001599,382097,001,2023-07-30_18h09.47.907,magic_trick,2023.1.3,163.9088994307623,
38,0,38,0,,,,,,,,,,,,,,,,,,,115.07430199999362,116.38198050000938,382097,001,2023-07-30_18h09.47.907,magic_trick,2023.1.3,163.9088994307623,
39,0,39,0,,,,,,,,,,,,,,,,,,,116.6736113000079,117.98352660000091,382097,001,2023-07-30_18h09.47.907,magic_trick,2023.1.3,163.9088994307623,
40,0,40,0,,,,,,,,,,,,,,,,,,,118.27524300001096,119.58234029996675,382097,001,2023-07-30_18h09.47.907,magic_trick,2023.1.3,163.9088994307623,
41,0,41,0,,,,,,,,,,,,,,,,,,,119.87402889999794,121.18001569999615,382097,001,2023-07-30_18h09.47.907,magic_trick,2023.1.3,163.9088994307623,
42,0,42,0,,,,,,,,,,,,,,,,,,,121.47728940000525,,382097,001,2023-07-30_18h09.47.907,magic_trick,2023.1.3,163.9088994307623,
43,0,43,0,,,,,,,,,,,,,,,,,,,123.07417510001687,124.37989440001547,382097,001,2023-07-30_18h09.47.907,magic_trick,2023.1.3,163.9088994307623,
44,0,44,0,,,,,,,,,,,,,,,,,,,124.67734180000843,,382097,001,2023-07-30_18h09.47.907,magic_trick,2023.1.3,163.9088994307623,
45,0,45,0,,,,,,,,,,,,,,,,,,,126.27676450001309,,382097,001,2023-07-30_18h09.47.907,magic_trick,2023.1.3,163.9088994307623,
46,0,46,0,,,,,,,,,,,,,,,,,,,127.8750814999803,129.1790662999847,382097,001,2023-07-30_18h09.47.907,magic_trick,2023.1.3,163.9088994307623,
47,0,47,0,,,,,,,,,,,,,,,,,,,129.47675279999385,,382097,001,2023-07-30_18h09.47.907,magic_trick,2023.1.3,163.9088994307623,
48,0,48,0,,,,,,,,,,,,,,,,,,,131.0767491000006,,382097,001,2023-07-30_18h09.47.907,magic_trick,2023.1.3,163.9088994307623,
49,0,49,0,,,,,,,,,,,,,,,,,,,132.6777658999781,,382097,001,2023-07-30_18h09.47.907,magic_trick,2023.1.3,163.9088994307623,
