2.0066 	ERROR 	Support for the `sounddevice` audio backend is not available this session. Please install `psychopy-sounddevice` and restart the session to enable support.
8.7218 	WARNING 	User requested fullscreen with size [1707 1067], but screen is actually [2560, 1600]. Using actual size
9.2818 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000017CA0454E80>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000017CA0454E20>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000017CA0454B20>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000017CA6FAA9D0>, multiSample=False, name='window1', numSamples=2, pos=(-2560, 0), screen=0, size=array([2560, 1600]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
9.2819 	EXP 	window1: mouseVisible = True
9.2819 	EXP 	window1: backgroundImage = ''
9.2819 	EXP 	window1: backgroundFit = 'none'
9.2820 	EXP 	window1: mouseVisible = False
9.2820 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
9.2820 	EXP 	window1: recordFrameIntervals = False
9.3447 	EXP 	window1: recordFrameIntervals = True
9.4134 	EXP 	Screen (0) actual frame rate measured at 160.58Hz
9.4134 	EXP 	window1: recordFrameIntervals = False
11.0548 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='press to begin\n', units='height', win=Window(...), wrapWidth=1)
11.0701 	EXP 	Created card_1 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='card_1', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([300., 400.]), texRes=128.0, units='pix', win=Window(...))
11.0794 	EXP 	Created card_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='card_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([300., 400.]), texRes=128.0, units='pix', win=Window(...))
11.0984 	EXP 	Created card_3 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='card_3', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([300., 400.]), texRes=128.0, units='pix', win=Window(...))
11.1083 	EXP 	Created card_4 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-5.0, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='card_4', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([300., 400.]), texRes=128.0, units='pix', win=Window(...))
11.1174 	EXP 	Created card_5 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-6.0, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='card_5', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([300., 400.]), texRes=128.0, units='pix', win=Window(...))
11.1398 	EXP 	Created card_6 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-7.0, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='card_6', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([300., 400.]), texRes=128.0, units='pix', win=Window(...))
11.1498 	EXP 	Created card_7 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-8.0, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='card_7', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([300., 400.]), texRes=128.0, units='pix', win=Window(...))
11.1593 	EXP 	Created card_8 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-9.0, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='card_8', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([300., 400.]), texRes=128.0, units='pix', win=Window(...))
11.1686 	EXP 	Created card_9 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-10.0, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='card_9', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([300., 400.]), texRes=128.0, units='pix', win=Window(...))
11.1835 	EXP 	Created card_shown = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='card_shown', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([300., 400.]), texRes=128.0, units='pix', win=Window(...))
11.2916 	EXP 	text_2: autoDraw = True
16.4935 	DATA 	Mouse: Left button down, pos=(1681,813)
16.5818 	DATA 	Mouse:  Left button up, pos=(1681,813)
17.3060 	WARNING 	Requested image 'ace_of_clubs' not found but similar filename 'ace_of_clubs.png' exists. This will be used instead but changing the filename is advised.
17.3211 	WARNING 	Requested image '3_of_hearts' not found but similar filename '3_of_hearts.png' exists. This will be used instead but changing the filename is advised.
17.3369 	WARNING 	Requested image '5_of_hearts' not found but similar filename '5_of_hearts.png' exists. This will be used instead but changing the filename is advised.
17.3521 	WARNING 	Requested image '8_of_clubs' not found but similar filename '8_of_clubs.png' exists. This will be used instead but changing the filename is advised.
17.3701 	WARNING 	Requested image '7_of_clubs' not found but similar filename '7_of_clubs.png' exists. This will be used instead but changing the filename is advised.
17.3861 	WARNING 	Requested image '10_of_hearts' not found but similar filename '10_of_hearts.png' exists. This will be used instead but changing the filename is advised.
17.4014 	WARNING 	Requested image '9_of_clubs' not found but similar filename '9_of_clubs.png' exists. This will be used instead but changing the filename is advised.
17.4172 	WARNING 	Requested image 'jack_of_spades' not found but similar filename 'jack_of_spades.png' exists. This will be used instead but changing the filename is advised.
17.4331 	WARNING 	Requested image 'jack_of_diamonds' not found but similar filename 'jack_of_diamonds.png' exists. This will be used instead but changing the filename is advised.
17.4526 	DATA 	Keypress: space
17.4576 	EXP 	text_2: autoDraw = False
17.4576 	EXP 	card_1: image = 'ace_of_clubs'
17.4576 	EXP 	card_2: image = '3_of_hearts'
17.4576 	EXP 	card_3: image = '5_of_hearts'
17.4576 	EXP 	card_4: image = '8_of_clubs'
17.4576 	EXP 	card_5: image = '7_of_clubs'
17.4576 	EXP 	card_6: image = '10_of_hearts'
17.4576 	EXP 	card_7: image = '9_of_clubs'
17.4576 	EXP 	card_8: image = 'jack_of_spades'
17.4576 	EXP 	card_9: image = 'jack_of_diamonds'
17.4576 	EXP 	card_1: autoDraw = True
17.4576 	EXP 	card_2: autoDraw = True
17.4576 	EXP 	card_3: autoDraw = True
17.4576 	EXP 	card_4: autoDraw = True
17.4576 	EXP 	card_5: autoDraw = True
17.4576 	EXP 	card_6: autoDraw = True
17.4576 	EXP 	card_7: autoDraw = True
17.4576 	EXP 	card_8: autoDraw = True
17.4576 	EXP 	card_9: autoDraw = True
19.7344 	EXP 	Created sequence: random, trialTypes=1, nReps=50, seed=None
19.7346 	EXP 	New trial (rep=0, index=0): None
19.7349 	WARNING 	Requested image '7_of_clubs' not found but similar filename '7_of_clubs.png' exists. This will be used instead but changing the filename is advised.
19.7509 	DATA 	Keypress: space
19.7545 	EXP 	card_1: autoDraw = False
19.7545 	EXP 	card_2: autoDraw = False
19.7545 	EXP 	card_3: autoDraw = False
19.7545 	EXP 	card_4: autoDraw = False
19.7545 	EXP 	card_5: autoDraw = False
