text_2.started,key_resp.started,key_resp.keys,key_resp.rt,key_resp.duration,key_resp_2.started,card_1.started,card_2.started,card_3.started,card_4.started,card_5.started,card_6.started,card_7.started,card_8.started,card_9.started,text_3.started,text_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
7.916079800022999,7.916079800022999,space,4.120826800004579,None,,,,,,,,,,,,,506734,001,2023-08-04_14h45.21.676,magic_trick,2023.1.3,164.83398741358386,
,,,,,12.207143900013762,12.207143900013762,12.207143900013762,12.207143900013762,12.207143900013762,12.207143900013762,12.207143900013762,12.207143900013762,12.207143900013762,12.207143900013762,12.207143900013762,13.208519700012403,,,,,,,
