text_2.started,key_resp.started,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,
7.173579299997073,7.173579299997073,space,0.3422024000028614,None,059473,001,2023-08-03_16h30.52.213,magic_trick,2023.1.3,164.8584442888931,
