text_2.started,key_resp.started,key_resp.keys,key_resp.rt,key_resp.duration,key_resp_2.started,card_1.started,card_2.started,card_3.started,card_4.started,card_5.started,card_6.started,card_7.started,card_8.started,card_9.started,participant,session,date,expName,psychopyVersion,frameRate,
7.443987499980722,7.443987499980722,space,8.90592370001832,None,,,,,,,,,,,702708,001,2023-08-06_15h19.59.776,magic_trick,2023.1.3,164.77885032350991,
,,,,,16.52807539998321,16.52807539998321,16.52807539998321,16.52807539998321,16.52807539998321,16.52807539998321,16.52807539998321,16.52807539998321,16.52807539998321,16.52807539998321,,,,,,,
