text_2.started,key_resp.started,key_resp.keys,key_resp.rt,key_resp.duration,text_3.started,key_resp_2.started,card_1.started,card_2.started,card_3.started,card_4.started,card_5.started,card_6.started,card_7.started,card_8.started,card_9.started,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,text_4.started,key_resp_3.started,participant,session,date,expName,psychopyVersion,frameRate,
8.673040500027128,8.673040500027128,space,10.01911699998891,None,,,,,,,,,,,,,,,,,733485,001,2023-08-06_15h37.28.959,magic_trick,2023.1.3,60.0133829885004,
,,,,,18.89067100000102,18.89067100000102,18.89067100000102,18.89067100000102,18.89067100000102,18.89067100000102,18.89067100000102,18.89067100000102,18.89067100000102,18.89067100000102,18.89067100000102,space,14.057617600017693,None,,,733485,001,2023-08-06_15h37.28.959,magic_trick,2023.1.3,60.0133829885004,
,,,,,,,,,,,,,,,,,,,32.973848499997985,32.973848499997985,,,,,,,
