trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,key_resp.duration,key_resp_2.started,card_1.started,card_2.started,card_3.started,card_4.started,card_5.started,card_6.started,card_7.started,card_8.started,card_9.started,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,card_shown.started,card_shown.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,7.6647569999913685,7.6647569999913685,space,48.87127220002003,None,,,,,,,,,,,,,,,,453305,001,2023-07-30_20h16.05.128,magic_trick,2023.1.3,164.7774925628388,
,,,,,,,,,56.688910600030795,56.688910600030795,56.688910600030795,56.688910600030795,56.688910600030795,56.688910600030795,56.688910600030795,56.688910600030795,56.688910600030795,56.688910600030795,space,1.7745834999950603,None,,,453305,001,2023-07-30_20h16.05.128,magic_trick,2023.1.3,164.7774925628388,
0,0,0,0,,,,,,,,,,,,,,,,,,,58.77133870002581,,453305,001,2023-07-30_20h16.05.128,magic_trick,2023.1.3,164.7774925628388,
1,0,1,0,,,,,,,,,,,,,,,,,,,60.364761500037275,61.67203120002523,453305,001,2023-07-30_20h16.05.128,magic_trick,2023.1.3,164.7774925628388,
2,0,2,0,,,,,,,,,,,,,,,,,,,61.96970489999512,,453305,001,2023-07-30_20h16.05.128,magic_trick,2023.1.3,164.7774925628388,
3,0,3,0,,,,,,,,,,,,,,,,,,,63.568766300042626,64.87301540002227,453305,001,2023-07-30_20h16.05.128,magic_trick,2023.1.3,164.7774925628388,
4,0,4,0,,,,,,,,,,,,,,,,,,,65.17076710000401,,453305,001,2023-07-30_20h16.05.128,magic_trick,2023.1.3,164.7774925628388,
5,0,5,0,,,,,,,,,,,,,,,,,,,66.76935210003285,,453305,001,2023-07-30_20h16.05.128,magic_trick,2023.1.3,164.7774925628388,
6,0,6,0,,,,,,,,,,,,,,,,,,,68.36777140002232,69.67517950001638,453305,001,2023-07-30_20h16.05.128,magic_trick,2023.1.3,164.7774925628388,
7,0,7,0,,,,,,,,,,,,,,,,,,,69.96677759999875,71.27427410002565,453305,001,2023-07-30_20h16.05.128,magic_trick,2023.1.3,164.7774925628388,
8,0,8,0,,,,,,,,,,,,,,,,,,,71.57252250000602,,453305,001,2023-07-30_20h16.05.128,magic_trick,2023.1.3,164.7774925628388,
9,0,9,0,,,,,,,,,,,,,,,,,,,73.16617280000355,74.4727159999893,453305,001,2023-07-30_20h16.05.128,magic_trick,2023.1.3,164.7774925628388,
10,0,10,0,,,,,,,,,,,,,,,,,,,74.77177370002028,,453305,001,2023-07-30_20h16.05.128,magic_trick,2023.1.3,164.7774925628388,
11,0,11,0,,,,,,,,,,,,,,,,,,,76.3704534000135,77.67607640003553,453305,001,2023-07-30_20h16.05.128,magic_trick,2023.1.3,164.7774925628388,
12,0,12,0,,,,,,,,,,,,,,,,,,,77.96774829999777,79.27553710003849,453305,001,2023-07-30_20h16.05.128,magic_trick,2023.1.3,164.7774925628388,
13,0,13,0,,,,,,,,,,,,,,,,,,,79.56717709999066,80.87412029999541,453305,001,2023-07-30_20h16.05.128,magic_trick,2023.1.3,164.7774925628388,
14,0,14,0,,,,,,,,,,,,,,,,,,,81.17163160000928,,453305,001,2023-07-30_20h16.05.128,magic_trick,2023.1.3,164.7774925628388,
15,0,15,0,,,,,,,,,,,,,,,,,,,82.76995200000238,,453305,001,2023-07-30_20h16.05.128,magic_trick,2023.1.3,164.7774925628388,
16,0,16,0,,,,,,,,,,,,,,,,,,,84.36914339999203,,453305,001,2023-07-30_20h16.05.128,magic_trick,2023.1.3,164.7774925628388,
17,0,17,0,,,,,,,,,,,,,,,,,,,85.96944800001802,,453305,001,2023-07-30_20h16.05.128,magic_trick,2023.1.3,164.7774925628388,
18,0,18,0,,,,,,,,,,,,,,,,,,,87.56791070004692,88.87599890003912,453305,001,2023-07-30_20h16.05.128,magic_trick,2023.1.3,164.7774925628388,
19,0,19,0,,,,,,,,,,,,,,,,,,,89.16760600003181,90.47568989999127,453305,001,2023-07-30_20h16.05.128,magic_trick,2023.1.3,164.7774925628388,
20,0,20,0,,,,,,,,,,,,,,,,,,,90.76731750002364,92.07514239999,453305,001,2023-07-30_20h16.05.128,magic_trick,2023.1.3,164.7774925628388,
21,0,21,0,,,,,,,,,,,,,,,,,,,92.36679510003887,93.67445069999667,453305,001,2023-07-30_20h16.05.128,magic_trick,2023.1.3,164.7774925628388,
22,0,22,0,,,,,,,,,,,,,,,,,,,93.9661422999925,95.2742631000001,453305,001,2023-07-30_20h16.05.128,magic_trick,2023.1.3,164.7774925628388,
23,0,23,0,,,,,,,,,,,,,,,,,,,95.57178600004409,,453305,001,2023-07-30_20h16.05.128,magic_trick,2023.1.3,164.7774925628388,
