trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,key_resp.duration,key_resp_2.started,text_3.started,card_1.started,card_2.started,card_3.started,card_4.started,card_5.started,card_6.started,card_7.started,card_8.started,card_9.started,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,text.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,text_4.started,polygon_2.started,a_card.started,a_card.stopped,text_5.started,key_resp_4.started,participant,session,date,expName,psychopyVersion,frameRate,
129,0,129,0,,,,,,,,,,,,,,,,,,,,,,,,,,,270.76606880000327,272.27289510000264,,,343526,001,2023-08-06_12h32.25.698,magic_trick,2023.1.3,164.80546369382336,
130,0,130,0,,,,,,,,,,,,,,,,,,,,,,,,,,,272.76588179997634,274.2726100999862,,,343526,001,2023-08-06_12h32.25.698,magic_trick,2023.1.3,164.80546369382336,
131,0,131,0,,,,,,,,,,,,,,,,,,,,,,,,,,,274.7657160999952,276.27143349999096,,,343526,001,2023-08-06_12h32.25.698,magic_trick,2023.1.3,164.80546369382336,
132,0,132,0,,,,,,,,,,,,,,,,,,,,,,,,,,,276.77141029998893,,,,343526,001,2023-08-06_12h32.25.698,magic_trick,2023.1.3,164.80546369382336,
133,0,133,0,,,,,,,,,,,,,,,,,,,,,,,,,,,278.77120329998434,,,,343526,001,2023-08-06_12h32.25.698,magic_trick,2023.1.3,164.80546369382336,
134,0,134,0,,,,,,,,,,,,,,,,,,,,,,,,,,,280.77096110000275,,,,343526,001,2023-08-06_12h32.25.698,magic_trick,2023.1.3,164.80546369382336,
135,0,135,0,,,,,,,,,,,,,,,,,,,,,,,,,,,282.77080790000036,,,,343526,001,2023-08-06_12h32.25.698,magic_trick,2023.1.3,164.80546369382336,
136,0,136,0,,,,,,,,,,,,,,,,,,,,,,,,,,,284.7706479000044,,,,343526,001,2023-08-06_12h32.25.698,magic_trick,2023.1.3,164.80546369382336,
137,0,137,0,,,,,,,,,,,,,,,,,,,,,,,,,,,286.7704155999818,,,,343526,001,2023-08-06_12h32.25.698,magic_trick,2023.1.3,164.80546369382336,
138,0,138,0,,,,,,,,,,,,,,,,,,,,,,,,,,,288.7701903000125,,,,343526,001,2023-08-06_12h32.25.698,magic_trick,2023.1.3,164.80546369382336,
139,0,139,0,,,,,,,,,,,,,,,,,,,,,,,,,,,290.77009899995755,,,,343526,001,2023-08-06_12h32.25.698,magic_trick,2023.1.3,164.80546369382336,
140,0,140,0,,,,,,,,,,,,,,,,,,,,,,,,,,,292.76978799997596,,,,343526,001,2023-08-06_12h32.25.698,magic_trick,2023.1.3,164.80546369382336,
141,0,141,0,,,,,,,,,,,,,,,,,,,,,,,,,,,294.76955209998414,,,,343526,001,2023-08-06_12h32.25.698,magic_trick,2023.1.3,164.80546369382336,
142,0,142,0,,,,,,,,,,,,,,,,,,,,,,,,,,,296.76952589995926,298.27623269998,,,343526,001,2023-08-06_12h32.25.698,magic_trick,2023.1.3,164.80546369382336,
143,0,143,0,,,,,,,,,,,,,,,,,,,,,,,,,,,298.7693167999969,300.27665309997974,,,343526,001,2023-08-06_12h32.25.698,magic_trick,2023.1.3,164.80546369382336,
144,0,144,0,,,,,,,,,,,,,,,,,,,,,,,,,,,300.76900639996165,302.27484999998705,,,343526,001,2023-08-06_12h32.25.698,magic_trick,2023.1.3,164.80546369382336,
145,0,145,0,,,,,,,,,,,,,,,,,,,,,,,,,,,302.7688124999986,304.2763928999775,,,343526,001,2023-08-06_12h32.25.698,magic_trick,2023.1.3,164.80546369382336,
146,0,146,0,,,,,,,,,,,,,,,,,,,,,,,,,,,304.7685796999722,306.2767736999667,,,343526,001,2023-08-06_12h32.25.698,magic_trick,2023.1.3,164.80546369382336,
147,0,147,0,,,,,,,,,,,,,,,,,,,,,,,,,,,306.76839949999703,,,,343526,001,2023-08-06_12h32.25.698,magic_trick,2023.1.3,164.80546369382336,
148,0,148,0,,,,,,,,,,,,,,,,,,,,,,,,,,,308.7682654999662,,,,343526,001,2023-08-06_12h32.25.698,magic_trick,2023.1.3,164.80546369382336,
149,0,149,0,,,,,,,,,,,,,,,,,,,,,,,,,,,310.7680662999628,,,,343526,001,2023-08-06_12h32.25.698,magic_trick,2023.1.3,164.80546369382336,
150,0,150,0,,,,,,,,,,,,,,,,,,,,,,,,,,,312.7677524999599,314.27456669998355,,,343526,001,2023-08-06_12h32.25.698,magic_trick,2023.1.3,164.80546369382336,
151,0,151,0,,,,,,,,,,,,,,,,,,,,,,,,,,,314.767574700003,316.27475009998307,,,343526,001,2023-08-06_12h32.25.698,magic_trick,2023.1.3,164.80546369382336,
152,0,152,0,,,,,,,,,,,,,,,,,,,,,,,,,,,316.767332599964,318.2748541999608,,,343526,001,2023-08-06_12h32.25.698,magic_trick,2023.1.3,164.80546369382336,
153,0,153,0,,,,,,,,,,,,,,,,,,,,,,,,,,,318.7672906999942,320.27390049997484,,,343526,001,2023-08-06_12h32.25.698,magic_trick,2023.1.3,164.80546369382336,
154,0,154,0,,,,,,,,,,,,,,,,,,,,,,,,,,,320.7670485000126,322.2746733999811,,,343526,001,2023-08-06_12h32.25.698,magic_trick,2023.1.3,164.80546369382336,
155,0,155,0,,,,,,,,,,,,,,,,,,,,,,,,,,,322.7668360999669,324.273720600002,,,343526,001,2023-08-06_12h32.25.698,magic_trick,2023.1.3,164.80546369382336,
156,0,156,0,,,,,,,,,,,,,,,,,,,,,,,,,,,324.76676769996993,326.27372529997956,,,343526,001,2023-08-06_12h32.25.698,magic_trick,2023.1.3,164.80546369382336,
157,0,157,0,,,,,,,,,,,,,,,,,,,,,,,,,,,326.7664372000145,328.273649699986,,,343526,001,2023-08-06_12h32.25.698,magic_trick,2023.1.3,164.80546369382336,
158,0,158,0,,,,,,,,,,,,,,,,,,,,,,,,,,,328.76625669997884,330.27222499996424,,,343526,001,2023-08-06_12h32.25.698,magic_trick,2023.1.3,164.80546369382336,
159,0,159,0,,,,,,,,,,,,,,,,,,,,,,,,,,,330.76626629999373,332.2733087000088,,,343526,001,2023-08-06_12h32.25.698,magic_trick,2023.1.3,164.80546369382336,
160,0,160,0,,,,,,,,,,,,,,,,,,,,,,,,,,,332.76622310001403,334.27312869997695,,,343526,001,2023-08-06_12h32.25.698,magic_trick,2023.1.3,164.80546369382336,
161,0,161,0,,,,,,,,,,,,,,,,,,,,,,,,,,,334.7670893999748,336.27255930000683,,,343526,001,2023-08-06_12h32.25.698,magic_trick,2023.1.3,164.80546369382336,
162,0,162,0,,,,,,,,,,,,,,,,,,,,,,,,,,,336.77137450000737,,,,343526,001,2023-08-06_12h32.25.698,magic_trick,2023.1.3,164.80546369382336,
163,0,163,0,,,,,,,,,,,,,,,,,,,,,,,,,,,338.77117459999863,,,,343526,001,2023-08-06_12h32.25.698,magic_trick,2023.1.3,164.80546369382336,
164,0,164,0,,,,,,,,,,,,,,,,,,,,,,,,,,,340.77093759999843,,,,343526,001,2023-08-06_12h32.25.698,magic_trick,2023.1.3,164.80546369382336,
165,0,165,0,,,,,,,,,,,,,,,,,,,,,,,,,,,342.7708031999646,,,,343526,001,2023-08-06_12h32.25.698,magic_trick,2023.1.3,164.80546369382336,
166,0,166,0,,,,,,,,,,,,,,,,,,,,,,,,,,,344.77054319996387,,,,343526,001,2023-08-06_12h32.25.698,magic_trick,2023.1.3,164.80546369382336,
167,0,167,0,,,,,,,,,,,,,,,,,,,,,,,,,,,346.77036829997087,,,,343526,001,2023-08-06_12h32.25.698,magic_trick,2023.1.3,164.80546369382336,
168,0,168,0,,,,,,,,,,,,,,,,,,,,,,,,,,,348.77015589998337,,,,343526,001,2023-08-06_12h32.25.698,magic_trick,2023.1.3,164.80546369382336,
169,0,169,0,,,,,,,,,,,,,,,,,,,,,,,,,,,350.77005499997176,,,,343526,001,2023-08-06_12h32.25.698,magic_trick,2023.1.3,164.80546369382336,
170,0,170,0,,,,,,,,,,,,,,,,,,,,,,,,,,,352.76978229999077,,,,343526,001,2023-08-06_12h32.25.698,magic_trick,2023.1.3,164.80546369382336,
171,0,171,0,,,,,,,,,,,,,,,,,,,,,,,,,,,354.7695462999982,,,,343526,001,2023-08-06_12h32.25.698,magic_trick,2023.1.3,164.80546369382336,
172,0,172,0,,,,,,,,,,,,,,,,,,,,,,,,,,,356.7694176000077,,,,343526,001,2023-08-06_12h32.25.698,magic_trick,2023.1.3,164.80546369382336,
173,0,173,0,,,,,,,,,,,,,,,,,,,,,,,,,,,358.76916989998426,,,,343526,001,2023-08-06_12h32.25.698,magic_trick,2023.1.3,164.80546369382336,
174,0,174,0,,,,,,,,,,,,,,,,,,,,,,,,,,,360.7690065999632,,,,343526,001,2023-08-06_12h32.25.698,magic_trick,2023.1.3,164.80546369382336,
175,0,175,0,,,,,,,,,,,,,,,,,,,,,,,,,,,362.7688366000075,,,,343526,001,2023-08-06_12h32.25.698,magic_trick,2023.1.3,164.80546369382336,
176,0,176,0,,,,,,,,,,,,,,,,,,,,,,,,,,,364.76851299998816,,,,343526,001,2023-08-06_12h32.25.698,magic_trick,2023.1.3,164.80546369382336,
177,0,177,0,,,,,,,,,,,,,,,,,,,,,,,,,,,366.7683055999805,,,,343526,001,2023-08-06_12h32.25.698,magic_trick,2023.1.3,164.80546369382336,
178,0,178,0,,,,,,,,,,,,,,,,,,,,,,,,,,,368.76815630000783,370.27544840000337,,,343526,001,2023-08-06_12h32.25.698,magic_trick,2023.1.3,164.80546369382336,
179,0,179,0,,,,,,,,,,,,,,,,,,,,,,,,,,,370.76795469998615,372.2708375999937,,,343526,001,2023-08-06_12h32.25.698,magic_trick,2023.1.3,164.80546369382336,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.2708375999937,372.2708375999937,,,,,,,
