trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,key_resp.duration,key_resp_2.started,card_1.started,card_2.started,card_3.started,card_4.started,card_5.started,card_6.started,card_7.started,card_8.started,card_9.started,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,card_shown.started,card_shown.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,7.276964199991198,7.276964199991198,space,0.5089530999975977,None,,,,,,,,,,,,,,,,209275,001,2023-08-03_16h31.57.433,magic_trick,2023.1.3,164.7818370885242,
,,,,,,,,,7.957761300000129,7.957761300000129,7.957761300000129,7.957761300000129,7.957761300000129,7.957761300000129,7.957761300000129,7.957761300000129,7.957761300000129,7.957761300000129,space,2.69299329999194,None,,,209275,001,2023-08-03_16h31.57.433,magic_trick,2023.1.3,164.7818370885242,
0,0,0,0,,,,,,,,,,,,,,,,,,,10.956919699994614,,209275,001,2023-08-03_16h31.57.433,magic_trick,2023.1.3,164.7818370885242,
1,0,1,0,,,,,,,,,,,,,,,,,,,12.554512899994734,,209275,001,2023-08-03_16h31.57.433,magic_trick,2023.1.3,164.7818370885242,
2,0,2,0,,,,,,,,,,,,,,,,,,,14.155294700001832,,209275,001,2023-08-03_16h31.57.433,magic_trick,2023.1.3,164.7818370885242,
3,0,3,0,,,,,,,,,,,,,,,,,,,15.75335769999947,17.061057899991283,209275,001,2023-08-03_16h31.57.433,magic_trick,2023.1.3,164.7818370885242,
4,0,4,0,,,,,,,,,,,,,,,,,,,17.353891799997655,18.661546599993017,209275,001,2023-08-03_16h31.57.433,magic_trick,2023.1.3,164.7818370885242,
5,0,5,0,,,,,,,,,,,,,,,,,,,18.952989900004468,20.261008899993612,209275,001,2023-08-03_16h31.57.433,magic_trick,2023.1.3,164.7818370885242,
6,0,6,0,,,,,,,,,,,,,,,,,,,20.552765300002648,21.86118500000157,209275,001,2023-08-03_16h31.57.433,magic_trick,2023.1.3,164.7818370885242,
7,0,7,0,,,,,,,,,,,,,,,,,,,22.15286259999266,23.461780700003146,209275,001,2023-08-03_16h31.57.433,magic_trick,2023.1.3,164.7818370885242,
8,0,8,0,,,,,,,,,,,,,,,,,,,23.75319160000072,25.061176799994428,209275,001,2023-08-03_16h31.57.433,magic_trick,2023.1.3,164.7818370885242,
9,0,9,0,,,,,,,,,,,,,,,,,,,25.3528626000043,26.661150799991447,209275,001,2023-08-03_16h31.57.433,magic_trick,2023.1.3,164.7818370885242,
10,0,10,0,,,,,,,,,,,,,,,,,,,26.952833299990743,28.25711930000398,209275,001,2023-08-03_16h31.57.433,magic_trick,2023.1.3,164.7818370885242,
11,0,11,0,,,,,,,,,,,,,,,,,,,28.554609300001175,,209275,001,2023-08-03_16h31.57.433,magic_trick,2023.1.3,164.7818370885242,
12,0,12,0,,,,,,,,,,,,,,,,,,,30.154453099996317,,209275,001,2023-08-03_16h31.57.433,magic_trick,2023.1.3,164.7818370885242,
13,0,13,0,,,,,,,,,,,,,,,,,,,31.754074700002093,33.061998599994695,209275,001,2023-08-03_16h31.57.433,magic_trick,2023.1.3,164.7818370885242,
14,0,14,0,,,,,,,,,,,,,,,,,,,33.35344819999591,34.66178110000328,209275,001,2023-08-03_16h31.57.433,magic_trick,2023.1.3,164.7818370885242,
15,0,15,0,,,,,,,,,,,,,,,,,,,34.95327990000078,36.261153500003275,209275,001,2023-08-03_16h31.57.433,magic_trick,2023.1.3,164.7818370885242,
16,0,16,0,,,,,,,,,,,,,,,,,,,36.552868800004944,37.861121699999785,209275,001,2023-08-03_16h31.57.433,magic_trick,2023.1.3,164.7818370885242,
17,0,17,0,,,,,,,,,,,,,,,,,,,38.152829600003315,39.45628420000139,209275,001,2023-08-03_16h31.57.433,magic_trick,2023.1.3,164.7818370885242,
