trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,key_resp.duration,text_3.started,key_resp_2.started,card_1.started,card_2.started,card_3.started,card_4.started,card_5.started,card_6.started,card_7.started,card_8.started,card_9.started,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,text_4.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,polygon.started,polygon.stopped,text.started,text.stopped,card_shown.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,7.8435404999763705,7.8435404999763705,space,6.967349299986381,None,,,,,,,,,,,,,,,,,,,,,,,,,214410,001,2023-08-06_15h46.05.035,magic_trick_rebuild,2023.1.3,59.90129465517964,
,,,,,,,,,15.003538499993738,15.003538499993738,15.003538499993738,15.003538499993738,15.003538499993738,15.003538499993738,15.003538499993738,15.003538499993738,15.003538499993738,15.003538499993738,15.003538499993738,space,11.175144799984992,None,,,,,,,,,,,214410,001,2023-08-06_15h46.05.035,magic_trick_rebuild,2023.1.3,59.90129465517964,
,,,,,,,,,,,,,,,,,,,,,,,26.20329540001694,26.20329540001694,space,27.0073882000288,None,,,,,,214410,001,2023-08-06_15h46.05.035,magic_trick_rebuild,2023.1.3,59.90129465517964,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,53.23703829996521,55.23711809999077,55.23711809999077,55.754278199980035,55.754278199980035,214410,001,2023-08-06_15h46.05.035,magic_trick_rebuild,2023.1.3,59.90129465517964,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,56.75393589999294,,57.253733599965926,214410,001,2023-08-06_15h46.05.035,magic_trick_rebuild,2023.1.3,59.90129465517964,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.253759899991564,,58.753788299974985,,,,,,,
