trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,key_resp.duration,key_resp_2.started,card_1.started,card_2.started,card_3.started,card_4.started,card_5.started,card_6.started,card_7.started,card_8.started,card_9.started,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,card_shown.started,card_shown.stopped,participant,session,date,expName,psychopyVersion,frameRate,
23,0,23,0,,,,,,,,,,,,,,,,,,,56.83496810001088,58.142664599989075,887472,001,2023-07-30_18h18.12.860,magic_trick,2023.1.3,160.57859686899616,
24,0,24,0,,,,,,,,,,,,,,,,,,,58.435332800028846,59.742677100002766,887472,001,2023-07-30_18h18.12.860,magic_trick,2023.1.3,160.57859686899616,
25,0,25,0,,,,,,,,,,,,,,,,,,,60.034051300026476,61.34166869998444,887472,001,2023-07-30_18h18.12.860,magic_trick,2023.1.3,160.57859686899616,
26,0,26,0,,,,,,,,,,,,,,,,,,,61.63305110001238,62.94256150000729,887472,001,2023-07-30_18h18.12.860,magic_trick,2023.1.3,160.57859686899616,
27,0,27,0,,,,,,,,,,,,,,,,,,,63.232421300024725,64.54087550000986,887472,001,2023-07-30_18h18.12.860,magic_trick,2023.1.3,160.57859686899616,
28,0,28,0,,,,,,,,,,,,,,,,,,,64.83198269997956,66.1394156999886,887472,001,2023-07-30_18h18.12.860,magic_trick,2023.1.3,160.57859686899616,
29,0,29,0,,,,,,,,,,,,,,,,,,,66.43659200001275,,887472,001,2023-07-30_18h18.12.860,magic_trick,2023.1.3,160.57859686899616,
30,0,30,0,,,,,,,,,,,,,,,,,,,68.03543659998104,69.34291920001851,887472,001,2023-07-30_18h18.12.860,magic_trick,2023.1.3,160.57859686899616,
31,0,31,0,,,,,,,,,,,,,,,,,,,69.63439309998648,70.93829160003224,887472,001,2023-07-30_18h18.12.860,magic_trick,2023.1.3,160.57859686899616,
32,0,32,0,,,,,,,,,,,,,,,,,,,71.23572420002893,72.5411825000192,887472,001,2023-07-30_18h18.12.860,magic_trick,2023.1.3,160.57859686899616,
33,0,33,0,,,,,,,,,,,,,,,,,,,72.83462540002074,74.14248179999413,887472,001,2023-07-30_18h18.12.860,magic_trick,2023.1.3,160.57859686899616,
34,0,34,0,,,,,,,,,,,,,,,,,,,74.43408410000848,75.73589780001203,887472,001,2023-07-30_18h18.12.860,magic_trick,2023.1.3,160.57859686899616,
35,0,35,0,,,,,,,,,,,,,,,,,,,76.03339090000372,77.34123950003413,887472,001,2023-07-30_18h18.12.860,magic_trick,2023.1.3,160.57859686899616,
36,0,36,0,,,,,,,,,,,,,,,,,,,77.63229779998073,78.9404336999869,887472,001,2023-07-30_18h18.12.860,magic_trick,2023.1.3,160.57859686899616,
37,0,37,0,,,,,,,,,,,,,,,,,,,79.23948679998284,,887472,001,2023-07-30_18h18.12.860,magic_trick,2023.1.3,160.57859686899616,
38,0,38,0,,,,,,,,,,,,,,,,,,,80.83533530001296,82.14071649999823,887472,001,2023-07-30_18h18.12.860,magic_trick,2023.1.3,160.57859686899616,
39,0,39,0,,,,,,,,,,,,,,,,,,,82.43783320003422,,887472,001,2023-07-30_18h18.12.860,magic_trick,2023.1.3,160.57859686899616,
40,0,40,0,,,,,,,,,,,,,,,,,,,84.03540390002308,85.33851460000733,887472,001,2023-07-30_18h18.12.860,magic_trick,2023.1.3,160.57859686899616,
41,0,41,0,,,,,,,,,,,,,,,,,,,85.63581599999452,86.93822150002234,887472,001,2023-07-30_18h18.12.860,magic_trick,2023.1.3,160.57859686899616,
42,0,42,0,,,,,,,,,,,,,,,,,,,87.23547160002636,88.54295720002847,887472,001,2023-07-30_18h18.12.860,magic_trick,2023.1.3,160.57859686899616,
43,0,43,0,,,,,,,,,,,,,,,,,,,88.83632210001815,,887472,001,2023-07-30_18h18.12.860,magic_trick,2023.1.3,160.57859686899616,
44,0,44,0,,,,,,,,,,,,,,,,,,,90.43657499999972,,887472,001,2023-07-30_18h18.12.860,magic_trick,2023.1.3,160.57859686899616,
45,0,45,0,,,,,,,,,,,,,,,,,,,92.0314305999782,93.3365600000252,887472,001,2023-07-30_18h18.12.860,magic_trick,2023.1.3,160.57859686899616,
46,0,46,0,,,,,,,,,,,,,,,,,,,93.63366230000975,94.93907560000662,887472,001,2023-07-30_18h18.12.860,magic_trick,2023.1.3,160.57859686899616,
47,0,47,0,,,,,,,,,,,,,,,,,,,95.23647449997952,,887472,001,2023-07-30_18h18.12.860,magic_trick,2023.1.3,160.57859686899616,
48,0,48,0,,,,,,,,,,,,,,,,,,,96.83353970001917,98.13582219998352,887472,001,2023-07-30_18h18.12.860,magic_trick,2023.1.3,160.57859686899616,
49,0,49,0,,,,,,,,,,,,,,,,,,,98.4334159999853,99.73145720001776,887472,001,2023-07-30_18h18.12.860,magic_trick,2023.1.3,160.57859686899616,
