trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,key_resp.duration,key_resp_2.started,card_1.started,card_2.started,card_3.started,card_4.started,card_5.started,card_6.started,card_7.started,card_8.started,card_9.started,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,card_shown.started,card_shown.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,11.291556000011042,11.291556000011042,space,6.010089199990034,None,,,,,,,,,,,,,,,,887472,001,2023-07-30_18h18.12.860,magic_trick,2023.1.3,160.57859686899616,
,,,,,,,,,17.45757979998598,17.45757979998598,17.45757979998598,17.45757979998598,17.45757979998598,17.45757979998598,17.45757979998598,17.45757979998598,17.45757979998598,17.45757979998598,space,2.2756130000343546,None,,,887472,001,2023-07-30_18h18.12.860,magic_trick,2023.1.3,160.57859686899616,
0,0,0,0,,,,,,,,,,,,,,,,,,,20.032892399991397,21.335000800027046,887472,001,2023-07-30_18h18.12.860,magic_trick,2023.1.3,160.57859686899616,
1,0,1,0,,,,,,,,,,,,,,,,,,,21.633342700020876,22.939913699985482,887472,001,2023-07-30_18h18.12.860,magic_trick,2023.1.3,160.57859686899616,
2,0,2,0,,,,,,,,,,,,,,,,,,,23.23262500000419,24.539051300031133,887472,001,2023-07-30_18h18.12.860,magic_trick,2023.1.3,160.57859686899616,
3,0,3,0,,,,,,,,,,,,,,,,,,,24.836263000033796,26.13782629999332,887472,001,2023-07-30_18h18.12.860,magic_trick,2023.1.3,160.57859686899616,
4,0,4,0,,,,,,,,,,,,,,,,,,,26.43490809999639,27.740012800029945,887472,001,2023-07-30_18h18.12.860,magic_trick,2023.1.3,160.57859686899616,
5,0,5,0,,,,,,,,,,,,,,,,,,,28.037398800021037,,887472,001,2023-07-30_18h18.12.860,magic_trick,2023.1.3,160.57859686899616,
6,0,6,0,,,,,,,,,,,,,,,,,,,29.634183200018015,30.936017200001515,887472,001,2023-07-30_18h18.12.860,magic_trick,2023.1.3,160.57859686899616,
7,0,7,0,,,,,,,,,,,,,,,,,,,31.23424379999051,32.54124930000398,887472,001,2023-07-30_18h18.12.860,magic_trick,2023.1.3,160.57859686899616,
8,0,8,0,,,,,,,,,,,,,,,,,,,32.83286249998491,34.140447499987204,887472,001,2023-07-30_18h18.12.860,magic_trick,2023.1.3,160.57859686899616,
9,0,9,0,,,,,,,,,,,,,,,,,,,34.43784000002779,,887472,001,2023-07-30_18h18.12.860,magic_trick,2023.1.3,160.57859686899616,
10,0,10,0,,,,,,,,,,,,,,,,,,,36.03615759999957,37.338514400005806,887472,001,2023-07-30_18h18.12.860,magic_trick,2023.1.3,160.57859686899616,
11,0,11,0,,,,,,,,,,,,,,,,,,,37.63581120001618,38.939457900007255,887472,001,2023-07-30_18h18.12.860,magic_trick,2023.1.3,160.57859686899616,
12,0,12,0,,,,,,,,,,,,,,,,,,,39.23659590003081,,887472,001,2023-07-30_18h18.12.860,magic_trick,2023.1.3,160.57859686899616,
13,0,13,0,,,,,,,,,,,,,,,,,,,40.83512990002055,42.15312229999108,887472,001,2023-07-30_18h18.12.860,magic_trick,2023.1.3,160.57859686899616,
14,0,14,0,,,,,,,,,,,,,,,,,,,42.43197610002244,43.73954949999461,887472,001,2023-07-30_18h18.12.860,magic_trick,2023.1.3,160.57859686899616,
15,0,15,0,,,,,,,,,,,,,,,,,,,44.030643599980976,45.33541120000882,887472,001,2023-07-30_18h18.12.860,magic_trick,2023.1.3,160.57859686899616,
16,0,16,0,,,,,,,,,,,,,,,,,,,45.632814300013706,46.93528390000574,887472,001,2023-07-30_18h18.12.860,magic_trick,2023.1.3,160.57859686899616,
17,0,17,0,,,,,,,,,,,,,,,,,,,47.23275650001597,48.533837000024505,887472,001,2023-07-30_18h18.12.860,magic_trick,2023.1.3,160.57859686899616,
18,0,18,0,,,,,,,,,,,,,,,,,,,48.837568400020245,,887472,001,2023-07-30_18h18.12.860,magic_trick,2023.1.3,160.57859686899616,
19,0,19,0,,,,,,,,,,,,,,,,,,,50.43576610001037,51.742668999999296,887472,001,2023-07-30_18h18.12.860,magic_trick,2023.1.3,160.57859686899616,
20,0,20,0,,,,,,,,,,,,,,,,,,,52.034106000035536,53.34122760000173,887472,001,2023-07-30_18h18.12.860,magic_trick,2023.1.3,160.57859686899616,
21,0,21,0,,,,,,,,,,,,,,,,,,,53.63221670000348,54.939685499994084,887472,001,2023-07-30_18h18.12.860,magic_trick,2023.1.3,160.57859686899616,
22,0,22,0,,,,,,,,,,,,,,,,,,,55.23682779999217,,887472,001,2023-07-30_18h18.12.860,magic_trick,2023.1.3,160.57859686899616,
