trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,key_resp.duration,key_resp_2.started,card_1.started,card_2.started,card_3.started,card_4.started,card_5.started,card_6.started,card_7.started,card_8.started,card_9.started,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,card_shown.started,card_shown.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,9.642769600031897,9.642769600031897,space,32.39312590000918,None,,,,,,,,,,,,,,,,123849,001,2023-07-30_13h00.47.415,magic_trick,2023.1.3,164.92043412587947,
,,,,,,,,,42.205060500011314,42.205060500011314,42.205060500011314,42.205060500011314,42.205060500011314,42.205060500011314,42.205060500011314,42.205060500011314,42.205060500011314,42.205060500011314,space,8.702556899981573,None,,,123849,001,2023-07-30_13h00.47.415,magic_trick,2023.1.3,164.92043412587947,
0,0,0,0,,,,,,,,,,,,,,,,,,,51.213433300028555,,123849,001,2023-07-30_13h00.47.415,magic_trick,2023.1.3,164.92043412587947,
1,0,1,0,,,,,,,,,,,,,,,,,,,52.81053770001745,,123849,001,2023-07-30_13h00.47.415,magic_trick,2023.1.3,164.92043412587947,
2,0,2,0,,,,,,,,,,,,,,,,,,,54.41008040000452,55.71758589998353,123849,001,2023-07-30_13h00.47.415,magic_trick,2023.1.3,164.92043412587947,
3,0,3,0,,,,,,,,,,,,,,,,,,,56.0086962999776,57.317291699990164,123849,001,2023-07-30_13h00.47.415,magic_trick,2023.1.3,164.92043412587947,
4,0,4,0,,,,,,,,,,,,,,,,,,,57.60846550000133,58.91707419999875,123849,001,2023-07-30_13h00.47.415,magic_trick,2023.1.3,164.92043412587947,
5,0,5,0,,,,,,,,,,,,,,,,,,,59.20826729998225,60.51767710002605,123849,001,2023-07-30_13h00.47.415,magic_trick,2023.1.3,164.92043412587947,
6,0,6,0,,,,,,,,,,,,,,,,,,,60.808779300015885,62.11645079997834,123849,001,2023-07-30_13h00.47.415,magic_trick,2023.1.3,164.92043412587947,
7,0,7,0,,,,,,,,,,,,,,,,,,,62.41354280000087,,123849,001,2023-07-30_13h00.47.415,magic_trick,2023.1.3,164.92043412587947,
8,0,8,0,,,,,,,,,,,,,,,,,,,64.01072690001456,65.3163733999827,123849,001,2023-07-30_13h00.47.415,magic_trick,2023.1.3,164.92043412587947,
9,0,9,0,,,,,,,,,,,,,,,,,,,65.60775790002663,66.91627699998207,123849,001,2023-07-30_13h00.47.415,magic_trick,2023.1.3,164.92043412587947,
10,0,10,0,,,,,,,,,,,,,,,,,,,67.20744740002556,68.51475149998441,123849,001,2023-07-30_13h00.47.415,magic_trick,2023.1.3,164.92043412587947,
11,0,11,0,,,,,,,,,,,,,,,,,,,68.8123018000042,,123849,001,2023-07-30_13h00.47.415,magic_trick,2023.1.3,164.92043412587947,
12,0,12,0,,,,,,,,,,,,,,,,,,,70.41072709998116,71.7181495000259,123849,001,2023-07-30_13h00.47.415,magic_trick,2023.1.3,164.92043412587947,
13,0,13,0,,,,,,,,,,,,,,,,,,,72.00933470000746,73.3168796999962,123849,001,2023-07-30_13h00.47.415,magic_trick,2023.1.3,164.92043412587947,
14,0,14,0,,,,,,,,,,,,,,,,,,,73.61128449998796,74.91818370000692,123849,001,2023-07-30_13h00.47.415,magic_trick,2023.1.3,164.92043412587947,
15,0,15,0,,,,,,,,,,,,,,,,,,,75.20937950001098,76.51668649999192,123849,001,2023-07-30_13h00.47.415,magic_trick,2023.1.3,164.92043412587947,
16,0,16,0,,,,,,,,,,,,,,,,,,,76.80785079998896,78.11294419999467,123849,001,2023-07-30_13h00.47.415,magic_trick,2023.1.3,164.92043412587947,
17,0,17,0,,,,,,,,,,,,,,,,,,,78.41026769997552,,123849,001,2023-07-30_13h00.47.415,magic_trick,2023.1.3,164.92043412587947,
18,0,18,0,,,,,,,,,,,,,,,,,,,80.01173030002974,81.31823969999095,123849,001,2023-07-30_13h00.47.415,magic_trick,2023.1.3,164.92043412587947,
19,0,19,0,,,,,,,,,,,,,,,,,,,81.6096701999777,82.91805680003017,123849,001,2023-07-30_13h00.47.415,magic_trick,2023.1.3,164.92043412587947,
20,0,20,0,,,,,,,,,,,,,,,,,,,83.20915220002644,84.51702219998697,123849,001,2023-07-30_13h00.47.415,magic_trick,2023.1.3,164.92043412587947,
21,0,21,0,,,,,,,,,,,,,,,,,,,84.80821410001954,86.12000729999272,123849,001,2023-07-30_13h00.47.415,magic_trick,2023.1.3,164.92043412587947,
22,0,22,0,,,,,,,,,,,,,,,,,,,86.41144170000916,87.71805869997479,123849,001,2023-07-30_13h00.47.415,magic_trick,2023.1.3,164.92043412587947,
23,0,23,0,,,,,,,,,,,,,,,,,,,88.0098267000285,89.31648219999624,123849,001,2023-07-30_13h00.47.415,magic_trick,2023.1.3,164.92043412587947,
24,0,24,0,,,,,,,,,,,,,,,,,,,89.60869379999349,90.91575390001526,123849,001,2023-07-30_13h00.47.415,magic_trick,2023.1.3,164.92043412587947,
25,0,25,0,,,,,,,,,,,,,,,,,,,91.21281390002696,,123849,001,2023-07-30_13h00.47.415,magic_trick,2023.1.3,164.92043412587947,
26,0,26,0,,,,,,,,,,,,,,,,,,,92.81124680000357,,123849,001,2023-07-30_13h00.47.415,magic_trick,2023.1.3,164.92043412587947,
27,0,27,0,,,,,,,,,,,,,,,,,,,94.40932049998082,95.71720210002968,123849,001,2023-07-30_13h00.47.415,magic_trick,2023.1.3,164.92043412587947,
28,0,28,0,,,,,,,,,,,,,,,,,,,96.00811240001349,97.31606799998553,123849,001,2023-07-30_13h00.47.415,magic_trick,2023.1.3,164.92043412587947,
29,0,29,0,,,,,,,,,,,,,,,,,,,97.61347729997942,,123849,001,2023-07-30_13h00.47.415,magic_trick,2023.1.3,164.92043412587947,
30,0,30,0,,,,,,,,,,,,,,,,,,,99.21223020000616,,123849,001,2023-07-30_13h00.47.415,magic_trick,2023.1.3,164.92043412587947,
31,0,31,0,,,,,,,,,,,,,,,,,,,100.81049800000619,102.11598250002135,123849,001,2023-07-30_13h00.47.415,magic_trick,2023.1.3,164.92043412587947,
32,0,32,0,,,,,,,,,,,,,,,,,,,102.4132593999966,,123849,001,2023-07-30_13h00.47.415,magic_trick,2023.1.3,164.92043412587947,
33,0,33,0,,,,,,,,,,,,,,,,,,,104.01403660001233,,123849,001,2023-07-30_13h00.47.415,magic_trick,2023.1.3,164.92043412587947,
34,0,34,0,,,,,,,,,,,,,,,,,,,105.61276300001191,,123849,001,2023-07-30_13h00.47.415,magic_trick,2023.1.3,164.92043412587947,
35,0,35,0,,,,,,,,,,,,,,,,,,,107.21163720003096,,123849,001,2023-07-30_13h00.47.415,magic_trick,2023.1.3,164.92043412587947,
36,0,36,0,,,,,,,,,,,,,,,,,,,108.81022669997765,110.12362070003292,123849,001,2023-07-30_13h00.47.415,magic_trick,2023.1.3,164.92043412587947,
37,0,37,0,,,,,,,,,,,,,,,,,,,110.41304810001748,,123849,001,2023-07-30_13h00.47.415,magic_trick,2023.1.3,164.92043412587947,
38,0,38,0,,,,,,,,,,,,,,,,,,,112.01104750001105,,123849,001,2023-07-30_13h00.47.415,magic_trick,2023.1.3,164.92043412587947,
39,0,39,0,,,,,,,,,,,,,,,,,,,113.60950999998022,114.91684560000431,123849,001,2023-07-30_13h00.47.415,magic_trick,2023.1.3,164.92043412587947,
40,0,40,0,,,,,,,,,,,,,,,,,,,115.20796279999195,116.51358909998089,123849,001,2023-07-30_13h00.47.415,magic_trick,2023.1.3,164.92043412587947,
41,0,41,0,,,,,,,,,,,,,,,,,,,116.81086859997595,,123849,001,2023-07-30_13h00.47.415,magic_trick,2023.1.3,164.92043412587947,
42,0,42,0,,,,,,,,,,,,,,,,,,,118.41022000001976,119.71763119997922,123849,001,2023-07-30_13h00.47.415,magic_trick,2023.1.3,164.92043412587947,
43,0,43,0,,,,,,,,,,,,,,,,,,,120.00874020002084,121.3161121000303,123849,001,2023-07-30_13h00.47.415,magic_trick,2023.1.3,164.92043412587947,
44,0,44,0,,,,,,,,,,,,,,,,,,,121.613353200024,,123849,001,2023-07-30_13h00.47.415,magic_trick,2023.1.3,164.92043412587947,
45,0,45,0,,,,,,,,,,,,,,,,,,,123.21212209999794,,123849,001,2023-07-30_13h00.47.415,magic_trick,2023.1.3,164.92043412587947,
46,0,46,0,,,,,,,,,,,,,,,,,,,124.81072649999987,,123849,001,2023-07-30_13h00.47.415,magic_trick,2023.1.3,164.92043412587947,
47,0,47,0,,,,,,,,,,,,,,,,,,,126.41344730003038,,123849,001,2023-07-30_13h00.47.415,magic_trick,2023.1.3,164.92043412587947,
48,0,48,0,,,,,,,,,,,,,,,,,,,128.01013720000628,129.3161906999885,123849,001,2023-07-30_13h00.47.415,magic_trick,2023.1.3,164.92043412587947,
49,0,49,0,,,,,,,,,,,,,,,,,,,129.61366999999154,,123849,001,2023-07-30_13h00.47.415,magic_trick,2023.1.3,164.92043412587947,
