trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,key_resp.duration,key_resp_2.started,text_3.started,card_1.started,card_2.started,card_3.started,card_4.started,card_5.started,card_6.started,card_7.started,card_8.started,card_9.started,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,text.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,text_4.started,polygon_2.started,text_6.started,a_card.started,text_5.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,participant,session,date,expName,psychopyVersion,frameRate,
121,0,121,0,,,,,,,,,,,,,,,,,,,,,,,,,,,224.47852380000404,224.98267009999836,,,,,,941860,001,2023-08-04_16h45.58.700,magic_trick,2023.1.3,163.76100068787818,
122,0,122,0,,,,,,,,,,,,,,,,,,,,,,,,,,,225.97957779999706,226.4814452000137,,,,,,941860,001,2023-08-04_16h45.58.700,magic_trick,2023.1.3,163.76100068787818,
123,0,123,0,,,,,,,,,,,,,,,,,,,,,,,,,,,227.47618910000892,227.98250040001585,,,,,,941860,001,2023-08-04_16h45.58.700,magic_trick,2023.1.3,163.76100068787818,
124,0,124,0,,,,,,,,,,,,,,,,,,,,,,,,,,,228.9792376999976,229.48028780001914,,,,,,941860,001,2023-08-04_16h45.58.700,magic_trick,2023.1.3,163.76100068787818,
125,0,125,0,,,,,,,,,,,,,,,,,,,,,,,,,,,230.47593730001245,230.98214560002089,,,,,,941860,001,2023-08-04_16h45.58.700,magic_trick,2023.1.3,163.76100068787818,
126,0,126,0,,,,,,,,,,,,,,,,,,,,,,,,,,,231.9792476000148,232.48041670001112,,,,,,941860,001,2023-08-04_16h45.58.700,magic_trick,2023.1.3,163.76100068787818,
127,0,127,0,,,,,,,,,,,,,,,,,,,,,,,,,,,233.47567720001098,233.9820475000015,,,,,,941860,001,2023-08-04_16h45.58.700,magic_trick,2023.1.3,163.76100068787818,
128,0,128,0,,,,,,,,,,,,,,,,,,,,,,,,,,,234.97939280001447,235.4804985000228,,,,,,941860,001,2023-08-04_16h45.58.700,magic_trick,2023.1.3,163.76100068787818,
129,0,129,0,,,,,,,,,,,,,,,,,,,,,,,,,,,236.47531940002227,236.98123060000944,,,,,,941860,001,2023-08-04_16h45.58.700,magic_trick,2023.1.3,163.76100068787818,
130,0,130,0,,,,,,,,,,,,,,,,,,,,,,,,,,,237.97943510001642,238.4815492000198,,,,,,941860,001,2023-08-04_16h45.58.700,magic_trick,2023.1.3,163.76100068787818,
131,0,131,0,,,,,,,,,,,,,,,,,,,,,,,,,,,239.47499529999914,239.9808193000208,,,,,,941860,001,2023-08-04_16h45.58.700,magic_trick,2023.1.3,163.76100068787818,
132,0,132,0,,,,,,,,,,,,,,,,,,,,,,,,,,,240.97937220000313,241.48017059999984,,,,,,941860,001,2023-08-04_16h45.58.700,magic_trick,2023.1.3,163.76100068787818,
133,0,133,0,,,,,,,,,,,,,,,,,,,,,,,,,,,242.4746909000096,242.98057270000572,,,,,,941860,001,2023-08-04_16h45.58.700,magic_trick,2023.1.3,163.76100068787818,
134,0,134,0,,,,,,,,,,,,,,,,,,,,,,,,,,,243.97835970000597,244.4783997000195,,,,,,941860,001,2023-08-04_16h45.58.700,magic_trick,2023.1.3,163.76100068787818,
135,0,135,0,,,,,,,,,,,,,,,,,,,,,,,,,,,245.47438749999856,245.97993280002265,,,,,,941860,001,2023-08-04_16h45.58.700,magic_trick,2023.1.3,163.76100068787818,
136,0,136,0,,,,,,,,,,,,,,,,,,,,,,,,,,,246.97877420001896,247.47725080000237,,,,,,941860,001,2023-08-04_16h45.58.700,magic_trick,2023.1.3,163.76100068787818,
137,0,137,0,,,,,,,,,,,,,,,,,,,,,,,,,,,248.48044579999987,248.98046400002204,,,,,,941860,001,2023-08-04_16h45.58.700,magic_trick,2023.1.3,163.76100068787818,
138,0,138,0,,,,,,,,,,,,,,,,,,,,,,,,,,,249.97928709999542,250.4837683000078,,,,,,941860,001,2023-08-04_16h45.58.700,magic_trick,2023.1.3,163.76100068787818,
139,0,139,0,,,,,,,,,,,,,,,,,,,,,,,,,,,251.48092400000314,251.98073310000473,,,,,,941860,001,2023-08-04_16h45.58.700,magic_trick,2023.1.3,163.76100068787818,
140,0,140,0,,,,,,,,,,,,,,,,,,,,,,,,,,,252.9767299000232,253.4831955000118,,,,,,941860,001,2023-08-04_16h45.58.700,magic_trick,2023.1.3,163.76100068787818,
141,0,141,0,,,,,,,,,,,,,,,,,,,,,,,,,,,254.4807968000241,254.9818576000107,,,,,,941860,001,2023-08-04_16h45.58.700,magic_trick,2023.1.3,163.76100068787818,
142,0,142,0,,,,,,,,,,,,,,,,,,,,,,,,,,,255.97642990000895,256.4826858000015,,,,,,941860,001,2023-08-04_16h45.58.700,magic_trick,2023.1.3,163.76100068787818,
143,0,143,0,,,,,,,,,,,,,,,,,,,,,,,,,,,257.4794266000099,257.98030250001466,,,,,,941860,001,2023-08-04_16h45.58.700,magic_trick,2023.1.3,163.76100068787818,
144,0,144,0,,,,,,,,,,,,,,,,,,,,,,,,,,,258.9761504000053,259.4823034000001,,,,,,941860,001,2023-08-04_16h45.58.700,magic_trick,2023.1.3,163.76100068787818,
145,0,145,0,,,,,,,,,,,,,,,,,,,,,,,,,,,260.47950560000027,260.981122600002,,,,,,941860,001,2023-08-04_16h45.58.700,magic_trick,2023.1.3,163.76100068787818,
146,0,146,0,,,,,,,,,,,,,,,,,,,,,,,,,,,261.97585790001904,262.48234000001685,,,,,,941860,001,2023-08-04_16h45.58.700,magic_trick,2023.1.3,163.76100068787818,
147,0,147,0,,,,,,,,,,,,,,,,,,,,,,,,,,,263.4796364000067,263.9810956000001,,,,,,941860,001,2023-08-04_16h45.58.700,magic_trick,2023.1.3,163.76100068787818,
148,0,148,0,,,,,,,,,,,,,,,,,,,,,,,,,,,264.97548680001637,265.4823185999994,,,,,,941860,001,2023-08-04_16h45.58.700,magic_trick,2023.1.3,163.76100068787818,
149,0,149,0,,,,,,,,,,,,,,,,,,,,,,,,,,,266.47945830001845,266.9805549000157,,,,,,941860,001,2023-08-04_16h45.58.700,magic_trick,2023.1.3,163.76100068787818,
150,0,150,0,,,,,,,,,,,,,,,,,,,,,,,,,,,267.975230800017,268.4817578000075,,,,,,941860,001,2023-08-04_16h45.58.700,magic_trick,2023.1.3,163.76100068787818,
151,0,151,0,,,,,,,,,,,,,,,,,,,,,,,,,,,269.47852740000235,269.979130599997,,,,,,941860,001,2023-08-04_16h45.58.700,magic_trick,2023.1.3,163.76100068787818,
152,0,152,0,,,,,,,,,,,,,,,,,,,,,,,,,,,270.97487520001596,271.4815344000235,,,,,,941860,001,2023-08-04_16h45.58.700,magic_trick,2023.1.3,163.76100068787818,
153,0,153,0,,,,,,,,,,,,,,,,,,,,,,,,,,,272.4791738000058,272.97690030001104,,,,,,941860,001,2023-08-04_16h45.58.700,magic_trick,2023.1.3,163.76100068787818,
154,0,154,0,,,,,,,,,,,,,,,,,,,,,,,,,,,273.97504310001386,274.48042100001476,,,,,,941860,001,2023-08-04_16h45.58.700,magic_trick,2023.1.3,163.76100068787818,
155,0,155,0,,,,,,,,,,,,,,,,,,,,,,,,,,,275.47932380001293,275.9764630999998,,,,,,941860,001,2023-08-04_16h45.58.700,magic_trick,2023.1.3,163.76100068787818,
156,0,156,0,,,,,,,,,,,,,,,,,,,,,,,,,,,276.97424239999964,277.48055920001934,,,,,,941860,001,2023-08-04_16h45.58.700,magic_trick,2023.1.3,163.76100068787818,
157,0,157,0,,,,,,,,,,,,,,,,,,,,,,,,,,,278.47970230001374,278.97684260000824,,,,,,941860,001,2023-08-04_16h45.58.700,magic_trick,2023.1.3,163.76100068787818,
158,0,158,0,,,,,,,,,,,,,,,,,,,,,,,,,,,279.98008830001345,280.48095970001305,,,,,,941860,001,2023-08-04_16h45.58.700,magic_trick,2023.1.3,163.76100068787818,
159,0,159,0,,,,,,,,,,,,,,,,,,,,,,,,,,,281.4769454000052,281.98320360001526,,,,,,941860,001,2023-08-04_16h45.58.700,magic_trick,2023.1.3,163.76100068787818,
160,0,160,0,,,,,,,,,,,,,,,,,,,,,,,,,,,282.979780499998,283.48062100002426,,,,,,941860,001,2023-08-04_16h45.58.700,magic_trick,2023.1.3,163.76100068787818,
161,0,161,0,,,,,,,,,,,,,,,,,,,,,,,,,,,284.4764843000157,284.9826796000125,,,,,,941860,001,2023-08-04_16h45.58.700,magic_trick,2023.1.3,163.76100068787818,
162,0,162,0,,,,,,,,,,,,,,,,,,,,,,,,,,,285.97946709999815,286.48037080001086,,,,,,941860,001,2023-08-04_16h45.58.700,magic_trick,2023.1.3,163.76100068787818,
163,0,163,0,,,,,,,,,,,,,,,,,,,,,,,,,,,287.4761873000243,287.9864239000017,,,,,,941860,001,2023-08-04_16h45.58.700,magic_trick,2023.1.3,163.76100068787818,
164,0,164,0,,,,,,,,,,,,,,,,,,,,,,,,,,,288.9795088999963,289.48149500001455,,,,,,941860,001,2023-08-04_16h45.58.700,magic_trick,2023.1.3,163.76100068787818,
165,0,165,0,,,,,,,,,,,,,,,,,,,,,,,,,,,290.4759466999967,290.98260780001874,,,,,,941860,001,2023-08-04_16h45.58.700,magic_trick,2023.1.3,163.76100068787818,
166,0,166,0,,,,,,,,,,,,,,,,,,,,,,,,,,,291.97942909999983,292.4802525000123,,,,,,941860,001,2023-08-04_16h45.58.700,magic_trick,2023.1.3,163.76100068787818,
167,0,167,0,,,,,,,,,,,,,,,,,,,,,,,,,,,293.4755643000244,293.98232370000915,,,,,,941860,001,2023-08-04_16h45.58.700,magic_trick,2023.1.3,163.76100068787818,
168,0,168,0,,,,,,,,,,,,,,,,,,,,,,,,,,,294.9793795000005,295.48059099999955,,,,,,941860,001,2023-08-04_16h45.58.700,magic_trick,2023.1.3,163.76100068787818,
169,0,169,0,,,,,,,,,,,,,,,,,,,,,,,,,,,296.47524860000703,296.98135840002215,,,,,,941860,001,2023-08-04_16h45.58.700,magic_trick,2023.1.3,163.76100068787818,
170,0,170,0,,,,,,,,,,,,,,,,,,,,,,,,,,,297.97943610002403,298.47991290001664,,,,,,941860,001,2023-08-04_16h45.58.700,magic_trick,2023.1.3,163.76100068787818,
171,0,171,0,,,,,,,,,,,,,,,,,,,,,,,,,,,299.4749555000162,299.98159490001854,,,,,,941860,001,2023-08-04_16h45.58.700,magic_trick,2023.1.3,163.76100068787818,
172,0,172,0,,,,,,,,,,,,,,,,,,,,,,,,,,,300.97942590000457,301.4780957000039,,,,,,941860,001,2023-08-04_16h45.58.700,magic_trick,2023.1.3,163.76100068787818,
173,0,173,0,,,,,,,,,,,,,,,,,,,,,,,,,,,302.47467860000324,302.9806596999988,,,,,,941860,001,2023-08-04_16h45.58.700,magic_trick,2023.1.3,163.76100068787818,
174,0,174,0,,,,,,,,,,,,,,,,,,,,,,,,,,,303.9789565000101,304.477086400002,,,,,,941860,001,2023-08-04_16h45.58.700,magic_trick,2023.1.3,163.76100068787818,
175,0,175,0,,,,,,,,,,,,,,,,,,,,,,,,,,,305.4743701000116,305.98099750000983,,,,,,941860,001,2023-08-04_16h45.58.700,magic_trick,2023.1.3,163.76100068787818,
176,0,176,0,,,,,,,,,,,,,,,,,,,,,,,,,,,306.9772881999961,307.47957520000637,,,,,,941860,001,2023-08-04_16h45.58.700,magic_trick,2023.1.3,163.76100068787818,
177,0,177,0,,,,,,,,,,,,,,,,,,,,,,,,,,,308.48025000002235,308.9809127000044,,,,,,941860,001,2023-08-04_16h45.58.700,magic_trick,2023.1.3,163.76100068787818,
178,0,178,0,,,,,,,,,,,,,,,,,,,,,,,,,,,309.97694970000884,310.47654790000524,,,,,,941860,001,2023-08-04_16h45.58.700,magic_trick,2023.1.3,163.76100068787818,
179,0,179,0,,,,,,,,,,,,,,,,,,,,,,,,,,,311.4798905000207,311.9802758000151,,,,,,941860,001,2023-08-04_16h45.58.700,magic_trick,2023.1.3,163.76100068787818,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.9770533000119,312.9770533000119,right,126.22378190001473,None,941860,001,2023-08-04_16h45.58.700,magic_trick,2023.1.3,163.76100068787818,
