trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,key_resp_2.started,image.started,image_2.started,image_3.started,image_4.started,image_5.started,image_6.started,image_7.started,image_8.started,image_9.started,key_resp_2.keys,key_resp_2.rt,image_10.started,image_10.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,11.896470800042152,11.896470800042152,space,1.3661431999644265,,,,,,,,,,,,,,,413732,001,2023-06-01_16h55.01.333,magic_trick,2022.2.5,82.42365092573054,
,,,,,,,,13.405358700081706,13.405358700081706,13.405358700081706,13.405358700081706,13.405358700081706,13.405358700081706,13.405358700081706,13.405358700081706,13.405358700081706,13.405358700081706,space,15.20052869990468,,,413732,001,2023-06-01_16h55.01.333,magic_trick,2022.2.5,82.42365092573054,
0,0,0,0,,,,,,,,,,,,,,,,,28.907734200009145,30.214828200056218,413732,001,2023-06-01_16h55.01.333,magic_trick,2022.2.5,82.42365092573054,
1,0,1,0,,,,,,,,,,,,,,,,,30.50616240000818,31.81515220005531,413732,001,2023-06-01_16h55.01.333,magic_trick,2022.2.5,82.42365092573054,
2,0,2,0,,,,,,,,,,,,,,,,,32.11190310004167,33.42250620003324,413732,001,2023-06-01_16h55.01.333,magic_trick,2022.2.5,82.42365092573054,
3,0,3,0,,,,,,,,,,,,,,,,,33.71154240006581,35.020728799980134,413732,001,2023-06-01_16h55.01.333,magic_trick,2022.2.5,82.42365092573054,
4,0,4,0,,,,,,,,,,,,,,,,,35.306646700017154,36.62104800005909,413732,001,2023-06-01_16h55.01.333,magic_trick,2022.2.5,82.42365092573054,
,,,,,,,,,,,,,,,,,,,,36.91192129999399,,,,,,,,
