trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,key_resp.duration,key_resp_2.started,card_1.started,card_2.started,card_3.started,card_4.started,card_5.started,card_6.started,card_7.started,card_8.started,card_9.started,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,a_card.started,text.started,a_card.stopped,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,7.698200900005759,7.698200900005759,space,0.5249215000076219,None,,,,,,,,,,,,,,,,,,164054,001,2023-08-03_17h40.35.798,magic_trick,2023.1.3,165.69816094213436,
,,,,,,,,,8.384965999997803,8.384965999997803,8.384965999997803,8.384965999997803,8.384965999997803,8.384965999997803,8.384965999997803,8.384965999997803,8.384965999997803,8.384965999997803,space,0.9263962000113679,None,,,,,164054,001,2023-08-03_17h40.35.798,magic_trick,2023.1.3,165.69816094213436,
0,0,0,0,,,,,,,,,,,,,,,,,,,9.613776900005178,9.613776900005178,10.921024199997191,10.921024199997191,164054,001,2023-08-03_17h40.35.798,magic_trick,2023.1.3,165.69816094213436,
,,,,,,,,,,,,,,,,,,,,,,11.212454499996966,11.212454499996966,,,,,,,,,
