text_2.started,key_resp.started,key_resp.keys,key_resp.rt,key_resp.duration,text_3.started,key_resp_2.started,card_1.started,card_2.started,card_3.started,card_4.started,card_5.started,card_6.started,card_7.started,card_8.started,card_9.started,participant,session,date,expName,psychopyVersion,frameRate,
7.901611000008415,7.901611000008415,space,4.205419300007634,None,,,,,,,,,,,,711137,001,2023-08-06_15h33.57.072,magic_trick,2023.1.3,60.01489569176078,
,,,,,12.305715600028634,12.305715600028634,12.305715600028634,12.305715600028634,12.305715600028634,12.305715600028634,12.305715600028634,12.305715600028634,12.305715600028634,12.305715600028634,12.305715600028634,,,,,,,
