text_2.started,key_resp.started,key_resp.keys,key_resp.rt,key_resp.duration,key_resp_2.started,card_1.started,card_2.started,card_3.started,card_4.started,card_5.started,card_6.started,card_7.started,card_8.started,card_9.started,participant,session,date,expName,psychopyVersion,frameRate,
7.372770899964962,7.372770899964962,space,1.3886482000234537,None,,,,,,,,,,,884116,001,2023-08-06_15h29.50.559,magic_trick,2023.1.3,164.86415181614322,
,,,,,8.929416399972979,8.929416399972979,8.929416399972979,8.929416399972979,8.929416399972979,8.929416399972979,8.929416399972979,8.929416399972979,8.929416399972979,8.929416399972979,,,,,,,
