trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,key_resp.duration,key_resp_2.started,card_1.started,card_2.started,card_3.started,card_4.started,card_5.started,card_6.started,card_7.started,card_8.started,card_9.started,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,text.started,card_shown.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
149,0,149,0,,,,,,,,,,,,,,,,,,,264.8282230999903,265.3314074000227,,457806,001,2023-08-06_14h27.33.738,magic_trick,2023.1.3,164.80627837118396,
150,0,150,0,,,,,,,,,,,,,,,,,,,266.3257662000251,266.8278080000309,,457806,001,2023-08-06_14h27.33.738,magic_trick,2023.1.3,164.80627837118396,
151,0,151,0,,,,,,,,,,,,,,,,,,,267.8282758999849,268.3297913999995,,457806,001,2023-08-06_14h27.33.738,magic_trick,2023.1.3,164.80627837118396,
152,0,152,0,,,,,,,,,,,,,,,,,,,269.32489620003616,269.8346743999864,,457806,001,2023-08-06_14h27.33.738,magic_trick,2023.1.3,164.80627837118396,
153,0,153,0,,,,,,,,,,,,,,,,,,,270.82359480002197,271.330395099998,,457806,001,2023-08-06_14h27.33.738,magic_trick,2023.1.3,164.80627837118396,
154,0,154,0,,,,,,,,,,,,,,,,,,,272.32506100001046,272.8314660000033,,457806,001,2023-08-06_14h27.33.738,magic_trick,2023.1.3,164.80627837118396,
155,0,155,0,,,,,,,,,,,,,,,,,,,273.8260254000197,274.32858750002924,,457806,001,2023-08-06_14h27.33.738,magic_trick,2023.1.3,164.80627837118396,
156,0,156,0,,,,,,,,,,,,,,,,,,,275.3251586999977,275.83122049999656,,457806,001,2023-08-06_14h27.33.738,magic_trick,2023.1.3,164.80627837118396,
157,0,157,0,,,,,,,,,,,,,,,,,,,276.8262059999979,277.3280475999927,,457806,001,2023-08-06_14h27.33.738,magic_trick,2023.1.3,164.80627837118396,
158,0,158,0,,,,,,,,,,,,,,,,,,,278.3285036000307,278.8306416000123,,457806,001,2023-08-06_14h27.33.738,magic_trick,2023.1.3,164.80627837118396,
159,0,159,0,,,,,,,,,,,,,,,,,,,279.8254639999941,280.3440166999935,,457806,001,2023-08-06_14h27.33.738,magic_trick,2023.1.3,164.80627837118396,
160,0,160,0,,,,,,,,,,,,,,,,,,,281.32529599999543,281.83418679999886,,457806,001,2023-08-06_14h27.33.738,magic_trick,2023.1.3,164.80627837118396,
161,0,161,0,,,,,,,,,,,,,,,,,,,282.8243492000038,283.3320464999997,,457806,001,2023-08-06_14h27.33.738,magic_trick,2023.1.3,164.80627837118396,
162,0,162,0,,,,,,,,,,,,,,,,,,,284.32681960001355,284.8277578999987,,457806,001,2023-08-06_14h27.33.738,magic_trick,2023.1.3,164.80627837118396,
163,0,163,0,,,,,,,,,,,,,,,,,,,285.8239632000332,286.3320882000262,,457806,001,2023-08-06_14h27.33.738,magic_trick,2023.1.3,164.80627837118396,
164,0,164,0,,,,,,,,,,,,,,,,,,,287.32669650000753,287.8271437000367,,457806,001,2023-08-06_14h27.33.738,magic_trick,2023.1.3,164.80627837118396,
165,0,165,0,,,,,,,,,,,,,,,,,,,288.828235700028,289.3303562999936,,457806,001,2023-08-06_14h27.33.738,magic_trick,2023.1.3,164.80627837118396,
166,0,166,0,,,,,,,,,,,,,,,,,,,290.32514919998357,290.83471640001517,,457806,001,2023-08-06_14h27.33.738,magic_trick,2023.1.3,164.80627837118396,
167,0,167,0,,,,,,,,,,,,,,,,,,,291.8238188000396,292.3418877000222,,457806,001,2023-08-06_14h27.33.738,magic_trick,2023.1.3,164.80627837118396,
168,0,168,0,,,,,,,,,,,,,,,,,,,293.32378450001124,293.83308780001244,,457806,001,2023-08-06_14h27.33.738,magic_trick,2023.1.3,164.80627837118396,
169,0,169,0,,,,,,,,,,,,,,,,,,,294.8278518000152,295.33047250000527,,457806,001,2023-08-06_14h27.33.738,magic_trick,2023.1.3,164.80627837118396,
170,0,170,0,,,,,,,,,,,,,,,,,,,296.32541960000526,296.82863820000784,,457806,001,2023-08-06_14h27.33.738,magic_trick,2023.1.3,164.80627837118396,
171,0,171,0,,,,,,,,,,,,,,,,,,,297.82388670003274,298.3270530999871,,457806,001,2023-08-06_14h27.33.738,magic_trick,2023.1.3,164.80627837118396,
172,0,172,0,,,,,,,,,,,,,,,,,,,299.3277599000139,299.8277405999834,,457806,001,2023-08-06_14h27.33.738,magic_trick,2023.1.3,164.80627837118396,
173,0,173,0,,,,,,,,,,,,,,,,,,,300.8248343000305,301.33011089998763,,457806,001,2023-08-06_14h27.33.738,magic_trick,2023.1.3,164.80627837118396,
174,0,174,0,,,,,,,,,,,,,,,,,,,302.3249219999998,302.8329438000219,,457806,001,2023-08-06_14h27.33.738,magic_trick,2023.1.3,164.80627837118396,
175,0,175,0,,,,,,,,,,,,,,,,,,,303.82768580003176,304.3296374999918,,457806,001,2023-08-06_14h27.33.738,magic_trick,2023.1.3,164.80627837118396,
176,0,176,0,,,,,,,,,,,,,,,,,,,305.3244549999945,305.8319823000347,,457806,001,2023-08-06_14h27.33.738,magic_trick,2023.1.3,164.80627837118396,
177,0,177,0,,,,,,,,,,,,,,,,,,,306.8267849999829,307.3285702000139,,457806,001,2023-08-06_14h27.33.738,magic_trick,2023.1.3,164.80627837118396,
178,0,178,0,,,,,,,,,,,,,,,,,,,308.32333789998665,308.83112970000366,,457806,001,2023-08-06_14h27.33.738,magic_trick,2023.1.3,164.80627837118396,
179,0,179,0,,,,,,,,,,,,,,,,,,,309.82597639999585,310.326808599988,,457806,001,2023-08-06_14h27.33.738,magic_trick,2023.1.3,164.80627837118396,
