trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,key_resp.duration,key_resp_2.started,image.started,image_2.started,image_3.started,image_4.started,image_5.started,image_6.started,image_7.started,image_8.started,image_9.started,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,participant,session,date,expName,psychopyVersion,frameRate,
,,,,7.332914499973413,7.332914499973413,space,94.46281449997332,None,,,,,,,,,,,,,,403941,001,2023-07-30_09h07.41.674,magic_trick,2023.1.3,164.5760028962225,
,,,,,,,,,102.01427529996727,102.01427529996727,102.01427529996727,102.01427529996727,102.01427529996727,102.01427529996727,102.01427529996727,102.01427529996727,102.01427529996727,102.01427529996727,space,7.885819699964486,None,403941,001,2023-07-30_09h07.41.674,magic_trick,2023.1.3,164.5760028962225,
