trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,key_resp.duration,key_resp_2.started,card_1.started,card_2.started,card_3.started,card_4.started,card_5.started,card_6.started,card_7.started,card_8.started,card_9.started,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,text.started,card_shown.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
8,0,8,0,,,,,,,,,,,,,,,,,,,65.327950100007,65.83096049999585,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
9,0,9,0,,,,,,,,,,,,,,,,,,,66.82812620000914,67.32713659998262,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
10,0,10,0,,,,,,,,,,,,,,,,,,,68.32758619997185,68.82802259997698,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
11,0,11,0,,,,,,,,,,,,,,,,,,,69.82880670001032,70.33032629999798,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
12,0,12,0,,,,,,,,,,,,,,,,,,,71.32471849996364,71.83318789995974,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
13,0,13,0,,,,,,,,,,,,,,,,,,,72.82872799999313,73.32933199999388,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
14,0,14,0,,,,,,,,,,,,,,,,,,,74.32468169997446,74.83016489999136,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
15,0,15,0,,,,,,,,,,,,,,,,,,,75.82514560001437,76.3341747999657,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
16,0,16,0,,,,,,,,,,,,,,,,,,,77.328572599974,77.83189269999275,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
17,0,17,0,,,,,,,,,,,,,,,,,,,78.82656700001098,79.32774009997956,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
18,0,18,0,,,,,,,,,,,,,,,,,,,80.32864919997519,80.83301229996141,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
19,0,19,0,,,,,,,,,,,,,,,,,,,81.82758649997413,82.33030109998072,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
20,0,20,0,,,,,,,,,,,,,,,,,,,83.32501889998093,83.83108859998174,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
21,0,21,0,,,,,,,,,,,,,,,,,,,84.8258812999702,85.33280649996595,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
22,0,22,0,,,,,,,,,,,,,,,,,,,86.32731550000608,86.83145649998914,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
23,0,23,0,,,,,,,,,,,,,,,,,,,87.82626639999216,88.32784179999726,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
24,0,24,0,,,,,,,,,,,,,,,,,,,89.32395599997835,89.82973150000907,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
25,0,25,0,,,,,,,,,,,,,,,,,,,90.82457990001421,91.33205869997619,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
26,0,26,0,,,,,,,,,,,,,,,,,,,92.32667209999636,92.82761079998454,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
27,0,27,0,,,,,,,,,,,,,,,,,,,93.82842209999217,94.33042089996161,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
28,0,28,0,,,,,,,,,,,,,,,,,,,95.32756740000332,95.83049009996466,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
29,0,29,0,,,,,,,,,,,,,,,,,,,96.82626850000815,97.33170049998444,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
30,0,30,0,,,,,,,,,,,,,,,,,,,98.32642890000716,98.83289179997519,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
31,0,31,0,,,,,,,,,,,,,,,,,,,99.82824000000255,100.32946119998815,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
32,0,32,0,,,,,,,,,,,,,,,,,,,101.325148599979,101.83323539997218,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
33,0,33,0,,,,,,,,,,,,,,,,,,,102.82792119996157,103.32778180000605,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
34,0,34,0,,,,,,,,,,,,,,,,,,,104.32866679999279,104.83003399998415,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
35,0,35,0,,,,,,,,,,,,,,,,,,,105.82495019998169,106.33185600000434,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
36,0,36,0,,,,,,,,,,,,,,,,,,,107.32663659995887,107.82837010000367,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
37,0,37,0,,,,,,,,,,,,,,,,,,,108.82978520001052,109.33190960000502,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
38,0,38,0,,,,,,,,,,,,,,,,,,,110.3265614999691,110.82939450000413,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
39,0,39,0,,,,,,,,,,,,,,,,,,,111.8241325999843,112.33191369997803,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
40,0,40,0,,,,,,,,,,,,,,,,,,,113.32900939998217,113.83012870000675,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
41,0,41,0,,,,,,,,,,,,,,,,,,,114.82474670000374,115.33303049998358,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
42,0,42,0,,,,,,,,,,,,,,,,,,,116.32809049997013,116.82942839997122,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
43,0,43,0,,,,,,,,,,,,,,,,,,,117.82447910000337,118.33442659996217,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
44,0,44,0,,,,,,,,,,,,,,,,,,,119.33162259997334,119.83062600000994,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
45,0,45,0,,,,,,,,,,,,,,,,,,,120.82534320000559,121.33143869997002,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
46,0,46,0,,,,,,,,,,,,,,,,,,,122.32683749997523,122.83489880000707,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
47,0,47,0,,,,,,,,,,,,,,,,,,,123.82375799998408,124.33112489996711,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
48,0,48,0,,,,,,,,,,,,,,,,,,,125.3288528000121,125.82724839996081,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
49,0,49,0,,,,,,,,,,,,,,,,,,,126.82807099999627,127.33005879999837,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
50,0,50,0,,,,,,,,,,,,,,,,,,,128.32706280000275,128.83305929997005,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
51,0,51,0,,,,,,,,,,,,,,,,,,,129.828418399964,130.3287099999725,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
52,0,52,0,,,,,,,,,,,,,,,,,,,131.32433559995843,131.8316852999851,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
53,0,53,0,,,,,,,,,,,,,,,,,,,132.82897199998843,133.32821149996016,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
54,0,54,0,,,,,,,,,,,,,,,,,,,134.32899660000112,134.83021300000837,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
55,0,55,0,,,,,,,,,,,,,,,,,,,135.82709819998126,136.3326975000091,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
56,0,56,0,,,,,,,,,,,,,,,,,,,137.32764829997905,137.82956539996667,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
57,0,57,0,,,,,,,,,,,,,,,,,,,138.82598129997496,139.33251279999968,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
58,0,58,0,,,,,,,,,,,,,,,,,,,140.3273518999922,140.82984479999868,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
59,0,59,0,,,,,,,,,,,,,,,,,,,141.82585719996132,142.33454489998985,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
60,0,60,0,,,,,,,,,,,,,,,,,,,143.3243079999811,143.84146839997265,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
61,0,61,0,,,,,,,,,,,,,,,,,,,144.82922499999404,145.33099190000212,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
62,0,62,0,,,,,,,,,,,,,,,,,,,146.32714899996063,146.83395820000442,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
63,0,63,0,,,,,,,,,,,,,,,,,,,147.8283775000018,148.32989659998566,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
64,0,64,0,,,,,,,,,,,,,,,,,,,149.32460960000753,149.832879900001,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
65,0,65,0,,,,,,,,,,,,,,,,,,,150.8277919999673,151.33226499997545,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
66,0,66,0,,,,,,,,,,,,,,,,,,,152.32723980001174,152.8285470000119,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
67,0,67,0,,,,,,,,,,,,,,,,,,,153.8292827999685,154.3285837000003,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
68,0,68,0,,,,,,,,,,,,,,,,,,,155.3230337999994,155.83167179999873,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
69,0,69,0,,,,,,,,,,,,,,,,,,,156.82651320000878,157.3299634999712,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
70,0,70,0,,,,,,,,,,,,,,,,,,,158.32484549999936,158.83282479998888,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
71,0,71,0,,,,,,,,,,,,,,,,,,,159.82753159996355,160.3273135999916,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
72,0,72,0,,,,,,,,,,,,,,,,,,,161.32809510000516,161.8292061999673,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
73,0,73,0,,,,,,,,,,,,,,,,,,,162.82436719996622,163.33157599996775,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
74,0,74,0,,,,,,,,,,,,,,,,,,,164.32637669995893,164.82964349997928,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
75,0,75,0,,,,,,,,,,,,,,,,,,,165.8243322999915,166.32970509998268,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
76,0,76,0,,,,,,,,,,,,,,,,,,,167.3246810999699,167.8325323999743,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
77,0,77,0,,,,,,,,,,,,,,,,,,,168.8275602000067,169.32958129997132,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
78,0,78,0,,,,,,,,,,,,,,,,,,,170.3248807999771,170.8328927999828,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
79,0,79,0,,,,,,,,,,,,,,,,,,,171.82757049996872,172.3291991999722,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
80,0,80,0,,,,,,,,,,,,,,,,,,,173.3239162999671,173.8356831999845,173.8356831999845,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
81,0,81,0,,,,,,,,,,,,,,,,,,,174.82400799996685,175.33115509996423,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
82,0,82,0,,,,,,,,,,,,,,,,,,,176.3258477000054,176.8337157999631,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
83,0,83,0,,,,,,,,,,,,,,,,,,,177.82891209999798,178.32965159998275,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
84,0,84,0,,,,,,,,,,,,,,,,,,,179.32491759996628,179.832421900006,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
85,0,85,0,,,,,,,,,,,,,,,,,,,180.82723180000903,181.32865999999922,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
86,0,86,0,,,,,,,,,,,,,,,,,,,182.33060039998963,182.83011519996217,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
87,0,87,0,,,,,,,,,,,,,,,,,,,183.8278470999794,184.33348119998118,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
88,0,88,0,,,,,,,,,,,,,,,,,,,185.32497600000352,185.83395080000628,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
89,0,89,0,,,,,,,,,,,,,,,,,,,186.83011519996217,187.33028339996235,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
90,0,90,0,,,,,,,,,,,,,,,,,,,188.3251978000044,188.83380699995905,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
91,0,91,0,,,,,,,,,,,,,,,,,,,189.82883279997623,190.32935149996774,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
92,0,92,0,,,,,,,,,,,,,,,,,,,191.32404370000586,191.83112330001313,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
93,0,93,0,,,,,,,,,,,,,,,,,,,192.8292082999833,193.33690579998074,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
94,0,94,0,,,,,,,,,,,,,,,,,,,194.32759399997303,194.833373499976,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
95,0,95,0,,,,,,,,,,,,,,,,,,,195.82813679997344,196.32860419998178,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
96,0,96,0,,,,,,,,,,,,,,,,,,,197.32753219996812,197.8321732999757,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
97,0,97,0,,,,,,,,,,,,,,,,,,,198.82740439998452,199.32781109999632,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
98,0,98,0,,,,,,,,,,,,,,,,,,,200.328703999985,200.83014450001065,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
99,0,99,0,,,,,,,,,,,,,,,,,,,201.8276349999942,202.32909539999673,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
100,0,100,0,,,,,,,,,,,,,,,,,,,203.3245519999764,203.82953489996726,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
101,0,101,0,,,,,,,,,,,,,,,,,,,204.82468259998132,205.33447299996624,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
102,0,102,0,,,,,,,,,,,,,,,,,,,206.32908039999893,206.82892950001406,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
103,0,103,0,,,,,,,,,,,,,,,,,,,207.82365719997324,208.33289530000184,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
104,0,104,0,,,,,,,,,,,,,,,,,,,209.32766650000121,209.8281008999911,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
105,0,105,0,,,,,,,,,,,,,,,,,,,210.82890369999222,211.3319163999986,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
106,0,106,0,,,,,,,,,,,,,,,,,,,212.32747459999518,212.82979859999614,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
107,0,107,0,,,,,,,,,,,,,,,,,,,213.8256093999953,214.33301840000786,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
108,0,108,0,,,,,,,,,,,,,,,,,,,215.3277562999865,215.82954559999052,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
109,0,109,0,,,,,,,,,,,,,,,,,,,216.82462659996236,217.3314376999624,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
110,0,110,0,,,,,,,,,,,,,,,,,,,218.32874219998484,218.8309812999796,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
111,0,111,0,,,,,,,,,,,,,,,,,,,219.82565999997314,220.3283180000144,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
112,0,112,0,,,,,,,,,,,,,,,,,,,221.32376499997918,221.83144089998677,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
113,0,113,0,,,,,,,,,,,,,,,,,,,222.8269994999864,223.32971389999148,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
114,0,114,0,,,,,,,,,,,,,,,,,,,224.32435449998593,224.8282695999951,224.8282695999951,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
115,0,115,0,,,,,,,,,,,,,,,,,,,225.82914889999665,226.3310371999978,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
116,0,116,0,,,,,,,,,,,,,,,,,,,227.32599039998604,227.82952789997216,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
117,0,117,0,,,,,,,,,,,,,,,,,,,228.82447779999347,229.3321954999701,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
118,0,118,0,,,,,,,,,,,,,,,,,,,230.32701449998422,230.82813340000575,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
119,0,119,0,,,,,,,,,,,,,,,,,,,231.82893359998707,232.33055999997305,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
120,0,120,0,,,,,,,,,,,,,,,,,,,233.3257697999943,233.83317239995813,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
121,0,121,0,,,,,,,,,,,,,,,,,,,234.8280963000143,235.32872349995887,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
122,0,122,0,,,,,,,,,,,,,,,,,,,236.32947309996234,236.8290017999825,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
123,0,123,0,,,,,,,,,,,,,,,,,,,237.82503030000953,238.33323210000526,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
124,0,124,0,,,,,,,,,,,,,,,,,,,239.32820250000805,239.83087979996344,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
125,0,125,0,,,,,,,,,,,,,,,,,,,240.82550300000003,241.331280399987,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
126,0,126,0,,,,,,,,,,,,,,,,,,,242.32624580000993,242.8365892000147,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
127,0,127,0,,,,,,,,,,,,,,,,,,,243.82548239995958,244.33273169997847,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
128,0,128,0,,,,,,,,,,,,,,,,,,,245.32770849997178,245.82858380000107,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
129,0,129,0,,,,,,,,,,,,,,,,,,,246.8311277999892,247.3318203999661,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
130,0,130,0,,,,,,,,,,,,,,,,,,,248.32581989996834,248.8341284999624,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
131,0,131,0,,,,,,,,,,,,,,,,,,,249.8293343000114,250.33099629997741,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
132,0,132,0,,,,,,,,,,,,,,,,,,,251.32591449999018,251.83152549999068,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
133,0,133,0,,,,,,,,,,,,,,,,,,,252.82927200000267,253.3277759999619,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
134,0,134,0,,,,,,,,,,,,,,,,,,,254.3297331999638,254.83019519998925,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
135,0,135,0,,,,,,,,,,,,,,,,,,,255.82595289999153,256.33436249999795,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
136,0,136,0,,,,,,,,,,,,,,,,,,,257.32916470000055,257.8312986000092,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
137,0,137,0,,,,,,,,,,,,,,,,,,,258.8271995999967,259.32666949997656,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
138,0,138,0,,,,,,,,,,,,,,,,,,,260.32844030001434,260.8308604999911,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
139,0,139,0,,,,,,,,,,,,,,,,,,,261.82721749995835,262.33465739997337,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
140,0,140,0,,,,,,,,,,,,,,,,,,,263.32947210001294,263.83060759998625,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
141,0,141,0,,,,,,,,,,,,,,,,,,,264.8252926999703,265.3308216999867,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
142,0,142,0,,,,,,,,,,,,,,,,,,,266.3252962999977,266.8352492999984,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
143,0,143,0,,,,,,,,,,,,,,,,,,,267.8245773999952,268.33323469996685,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
144,0,144,0,,,,,,,,,,,,,,,,,,,269.32821209996473,269.8304540999816,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
145,0,145,0,,,,,,,,,,,,,,,,,,,270.8260932000121,271.3325831000111,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
146,0,146,0,,,,,,,,,,,,,,,,,,,272.327450199984,272.82874369999627,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
147,0,147,0,,,,,,,,,,,,,,,,,,,273.82918749999953,274.33251729997573,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
148,0,148,0,,,,,,,,,,,,,,,,,,,275.3274550999631,275.8308382999967,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
149,0,149,0,,,,,,,,,,,,,,,,,,,276.8255039000069,277.33181850000983,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
150,0,150,0,,,,,,,,,,,,,,,,,,,278.3268342000083,278.82784669997636,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
151,0,151,0,,,,,,,,,,,,,,,,,,,279.82876989996294,280.33143580000615,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
152,0,152,0,,,,,,,,,,,,,,,,,,,281.3263330999762,281.84616249997634,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
153,0,153,0,,,,,,,,,,,,,,,,,,,282.8259337999625,283.3288442000048,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
154,0,154,0,,,,,,,,,,,,,,,,,,,284.32441810000455,284.8319755999837,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
155,0,155,0,,,,,,,,,,,,,,,,,,,285.8276335999835,286.3309400000144,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
156,0,156,0,,,,,,,,,,,,,,,,,,,287.32586509996327,287.8286962999846,,530088,001,2023-08-06_14h48.24.001,magic_trick,2023.1.3,164.92587409665268,
