text_2.started,key_resp.started,key_resp.keys,key_resp.rt,key_resp.duration,key_resp_2.started,card_1.started,card_2.started,card_3.started,card_4.started,card_5.started,card_6.started,card_7.started,card_8.started,card_9.started,text_3.started,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,text.started,key_resp_3.started,participant,session,date,expName,psychopyVersion,frameRate,
7.520274199981941,7.520274199981941,space,0.9215116999985185,None,,,,,,,,,,,,,,,,,521275,001,2023-08-04_14h45.54.773,magic_trick,2023.1.3,164.7712480369138,
,,,,,8.628396199987037,8.628396199987037,8.628396199987037,8.628396199987037,8.628396199987037,8.628396199987037,8.628396199987037,8.628396199987037,8.628396199987037,8.628396199987037,8.628396199987037,space,0.3895036999892909,None,,,521275,001,2023-08-04_14h45.54.773,magic_trick,2023.1.3,164.7712480369138,
,,,,,,,,,,,,,,,,,,,9.02437599998666,9.02437599998666,,,,,,,
