text_2.started,key_resp.started,key_resp.keys,key_resp.rt,key_resp.duration,key_resp_2.started,text_3.started,card_1.started,card_2.started,card_3.started,card_4.started,card_5.started,card_6.started,card_7.started,card_8.started,card_9.started,participant,session,date,expName,psychopyVersion,frameRate,
7.276499300001888,7.276499300001888,space,0.3722441999707371,None,,,,,,,,,,,,133569,001,2023-08-04_14h48.30.662,magic_trick,2023.1.3,164.78645323262333,
,,,,,7.8318619999918155,7.8318619999918155,7.8318619999918155,7.8318619999918155,7.8318619999918155,7.8318619999918155,7.8318619999918155,7.8318619999918155,7.8318619999918155,7.8318619999918155,7.8318619999918155,,,,,,,
