trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,key_resp.duration,key_resp_2.started,card_1.started,card_2.started,card_3.started,card_4.started,card_5.started,card_6.started,card_7.started,card_8.started,card_9.started,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,card_shown.started,card_shown.stopped,participant,session,date,expName,psychopyVersion,frameRate,
12,0,12,0,,,,,,,,,,,,,,,,,,,39.93845929999952,41.245918799999345,298692,001,2023-08-03_00h20.01.913,magic_trick,2023.1.3,164.80845138418124,
13,0,13,0,,,,,,,,,,,,,,,,,,,41.53805289999946,42.84566590000031,298692,001,2023-08-03_00h20.01.913,magic_trick,2023.1.3,164.80845138418124,
14,0,14,0,,,,,,,,,,,,,,,,,,,43.137510600001406,44.44490769999902,298692,001,2023-08-03_00h20.01.913,magic_trick,2023.1.3,164.80845138418124,
15,0,15,0,,,,,,,,,,,,,,,,,,,44.74270969999998,,298692,001,2023-08-03_00h20.01.913,magic_trick,2023.1.3,164.80845138418124,
16,0,16,0,,,,,,,,,,,,,,,,,,,46.34218089999922,,298692,001,2023-08-03_00h20.01.913,magic_trick,2023.1.3,164.80845138418124,
17,0,17,0,,,,,,,,,,,,,,,,,,,47.94153020000158,,298692,001,2023-08-03_00h20.01.913,magic_trick,2023.1.3,164.80845138418124,
18,0,18,0,,,,,,,,,,,,,,,,,,,49.54156950000106,,298692,001,2023-08-03_00h20.01.913,magic_trick,2023.1.3,164.80845138418124,
19,0,19,0,,,,,,,,,,,,,,,,,,,51.14054179999948,52.447565499998746,298692,001,2023-08-03_00h20.01.913,magic_trick,2023.1.3,164.80845138418124,
20,0,20,0,,,,,,,,,,,,,,,,,,,52.739585800001805,54.0468206000005,298692,001,2023-08-03_00h20.01.913,magic_trick,2023.1.3,164.80845138418124,
21,0,21,0,,,,,,,,,,,,,,,,,,,54.339162600001146,55.64704039999924,298692,001,2023-08-03_00h20.01.913,magic_trick,2023.1.3,164.80845138418124,
22,0,22,0,,,,,,,,,,,,,,,,,,,55.93923559999894,57.24638709999999,298692,001,2023-08-03_00h20.01.913,magic_trick,2023.1.3,164.80845138418124,
23,0,23,0,,,,,,,,,,,,,,,,,,,57.53883539999879,58.845661700001074,298692,001,2023-08-03_00h20.01.913,magic_trick,2023.1.3,164.80845138418124,
24,0,24,0,,,,,,,,,,,,,,,,,,,59.138043499999185,60.44484999999986,298692,001,2023-08-03_00h20.01.913,magic_trick,2023.1.3,164.80845138418124,
25,0,25,0,,,,,,,,,,,,,,,,,,,60.742352799999935,,298692,001,2023-08-03_00h20.01.913,magic_trick,2023.1.3,164.80845138418124,
26,0,26,0,,,,,,,,,,,,,,,,,,,62.34200730000157,,298692,001,2023-08-03_00h20.01.913,magic_trick,2023.1.3,164.80845138418124,
27,0,27,0,,,,,,,,,,,,,,,,,,,63.9411938000012,,298692,001,2023-08-03_00h20.01.913,magic_trick,2023.1.3,164.80845138418124,
28,0,28,0,,,,,,,,,,,,,,,,,,,65.53628070000195,66.8431985999996,298692,001,2023-08-03_00h20.01.913,magic_trick,2023.1.3,164.80845138418124,
29,0,29,0,,,,,,,,,,,,,,,,,,,67.14070329999959,68.44660680000015,298692,001,2023-08-03_00h20.01.913,magic_trick,2023.1.3,164.80845138418124,
30,0,30,0,,,,,,,,,,,,,,,,,,,68.73820609999893,70.04228090000106,298692,001,2023-08-03_00h20.01.913,magic_trick,2023.1.3,164.80845138418124,
31,0,31,0,,,,,,,,,,,,,,,,,,,70.33754849999968,71.65071800000078,298692,001,2023-08-03_00h20.01.913,magic_trick,2023.1.3,164.80845138418124,
32,0,32,0,,,,,,,,,,,,,,,,,,,71.9403198,,298692,001,2023-08-03_00h20.01.913,magic_trick,2023.1.3,164.80845138418124,
33,0,33,0,,,,,,,,,,,,,,,,,,,73.53958200000125,74.84728890000042,298692,001,2023-08-03_00h20.01.913,magic_trick,2023.1.3,164.80845138418124,
34,0,34,0,,,,,,,,,,,,,,,,,,,75.13873030000104,76.446899999999,298692,001,2023-08-03_00h20.01.913,magic_trick,2023.1.3,164.80845138418124,
35,0,35,0,,,,,,,,,,,,,,,,,,,76.74019570000019,78.04664649999904,298692,001,2023-08-03_00h20.01.913,magic_trick,2023.1.3,164.80845138418124,
36,0,36,0,,,,,,,,,,,,,,,,,,,78.33831540000028,79.64724270000079,298692,001,2023-08-03_00h20.01.913,magic_trick,2023.1.3,164.80845138418124,
37,0,37,0,,,,,,,,,,,,,,,,,,,79.9388895000011,81.24649940000018,298692,001,2023-08-03_00h20.01.913,magic_trick,2023.1.3,164.80845138418124,
38,0,38,0,,,,,,,,,,,,,,,,,,,81.53814300000158,82.84615549999944,298692,001,2023-08-03_00h20.01.913,magic_trick,2023.1.3,164.80845138418124,
39,0,39,0,,,,,,,,,,,,,,,,,,,83.13786110000001,84.44296310000209,298692,001,2023-08-03_00h20.01.913,magic_trick,2023.1.3,164.80845138418124,
40,0,40,0,,,,,,,,,,,,,,,,,,,84.74048760000005,,298692,001,2023-08-03_00h20.01.913,magic_trick,2023.1.3,164.80845138418124,
41,0,41,0,,,,,,,,,,,,,,,,,,,86.33970860000045,,298692,001,2023-08-03_00h20.01.913,magic_trick,2023.1.3,164.80845138418124,
42,0,42,0,,,,,,,,,,,,,,,,,,,87.9389228,89.24669809999978,298692,001,2023-08-03_00h20.01.913,magic_trick,2023.1.3,164.80845138418124,
43,0,43,0,,,,,,,,,,,,,,,,,,,89.54065030000129,90.84585789999983,298692,001,2023-08-03_00h20.01.913,magic_trick,2023.1.3,164.80845138418124,
44,0,44,0,,,,,,,,,,,,,,,,,,,91.13747199999852,92.4455650000018,298692,001,2023-08-03_00h20.01.913,magic_trick,2023.1.3,164.80845138418124,
45,0,45,0,,,,,,,,,,,,,,,,,,,92.73739159999968,94.04469990000143,298692,001,2023-08-03_00h20.01.913,magic_trick,2023.1.3,164.80845138418124,
46,0,46,0,,,,,,,,,,,,,,,,,,,94.34386409999934,,298692,001,2023-08-03_00h20.01.913,magic_trick,2023.1.3,164.80845138418124,
47,0,47,0,,,,,,,,,,,,,,,,,,,95.94059259999995,,298692,001,2023-08-03_00h20.01.913,magic_trick,2023.1.3,164.80845138418124,
48,0,48,0,,,,,,,,,,,,,,,,,,,97.53983660000085,98.84385889999976,298692,001,2023-08-03_00h20.01.913,magic_trick,2023.1.3,164.80845138418124,
49,0,49,0,,,,,,,,,,,,,,,,,,,99.14299830000164,,298692,001,2023-08-03_00h20.01.913,magic_trick,2023.1.3,164.80845138418124,
