text_2.started,key_resp.started,key_resp.keys,key_resp.rt,key_resp.duration,key_resp_2.started,card_1.started,card_2.started,card_3.started,card_4.started,card_5.started,card_6.started,card_7.started,card_8.started,card_9.started,text_3.started,participant,session,date,expName,psychopyVersion,frameRate,
7.019359500001883,7.019359500001883,space,0.8805017000122461,None,,,,,,,,,,,,431504,001,2023-08-04_14h46.25.352,magic_trick,2023.1.3,164.83616107827112,
,,,,,8.072086500003934,8.072086500003934,8.072086500003934,8.072086500003934,8.072086500003934,8.072086500003934,8.072086500003934,8.072086500003934,8.072086500003934,8.072086500003934,8.072086500003934,,,,,,,
