text_2.started,key_resp.started,key_resp.keys,key_resp.rt,key_resp.duration,key_resp_2.started,card_1.started,card_2.started,card_3.started,card_4.started,card_5.started,card_6.started,card_7.started,card_8.started,card_9.started,participant,session,date,expName,psychopyVersion,frameRate,
7.609610700048506,7.609610700048506,space,0.8172763000475243,None,,,,,,,,,,,990961,001,2023-08-06_15h26.49.484,magic_trick,2023.1.3,164.74871696644402,
,,,,,8.598352800006978,8.598352800006978,8.598352800006978,8.598352800006978,8.598352800006978,8.598352800006978,8.598352800006978,8.598352800006978,8.598352800006978,8.598352800006978,,,,,,,
