text_2.started,key_resp.started,key_resp.keys,key_resp.rt,key_resp.duration,key_resp_2.started,card_1.started,card_2.started,card_3.started,card_4.started,card_5.started,card_6.started,card_7.started,card_8.started,card_9.started,participant,session,date,expName,psychopyVersion,frameRate,
7.396139599964954,7.396139599964954,space,1.3824963999795727,None,,,,,,,,,,,447295,001,2023-08-06_15h28.14.278,magic_trick,2023.1.3,164.74383164694666,
,,,,,8.944514799979515,8.944514799979515,8.944514799979515,8.944514799979515,8.944514799979515,8.944514799979515,8.944514799979515,8.944514799979515,8.944514799979515,8.944514799979515,,,,,,,
