trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,key_resp.duration,key_resp_2.started,card_1.started,card_2.started,card_3.started,card_4.started,card_5.started,card_6.started,card_7.started,card_8.started,card_9.started,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,card_shown.started,card_shown.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,18.545341600023676,18.545341600023676,space,6.870076699997298,None,,,,,,,,,,,,,,,,647514,001,2023-07-30_13h26.45.823,magic_trick,2023.1.3,157.44609823859403,
,,,,,,,,,25.576677400036715,25.576677400036715,25.576677400036715,25.576677400036715,25.576677400036715,25.576677400036715,25.576677400036715,25.576677400036715,25.576677400036715,25.576677400036715,space,15.415074700023979,None,,,647514,001,2023-07-30_13h26.45.823,magic_trick,2023.1.3,157.44609823859403,
0,0,0,0,,,,,,,,,,,,,,,,,,,41.29985489998944,,647514,001,2023-07-30_13h26.45.823,magic_trick,2023.1.3,157.44609823859403,
1,0,1,0,,,,,,,,,,,,,,,,,,,42.894539000000805,44.201935500022955,647514,001,2023-07-30_13h26.45.823,magic_trick,2023.1.3,157.44609823859403,
2,0,2,0,,,,,,,,,,,,,,,,,,,44.500272699981,,647514,001,2023-07-30_13h26.45.823,magic_trick,2023.1.3,157.44609823859403,
3,0,3,0,,,,,,,,,,,,,,,,,,,46.099369600007776,,647514,001,2023-07-30_13h26.45.823,magic_trick,2023.1.3,157.44609823859403,
4,0,4,0,,,,,,,,,,,,,,,,,,,47.69400379998842,49.00113330001477,647514,001,2023-07-30_13h26.45.823,magic_trick,2023.1.3,157.44609823859403,
5,0,5,0,,,,,,,,,,,,,,,,,,,49.29850560001796,,647514,001,2023-07-30_13h26.45.823,magic_trick,2023.1.3,157.44609823859403,
6,0,6,0,,,,,,,,,,,,,,,,,,,50.89922249998199,,647514,001,2023-07-30_13h26.45.823,magic_trick,2023.1.3,157.44609823859403,
7,0,7,0,,,,,,,,,,,,,,,,,,,52.49395869998261,53.799099800002296,647514,001,2023-07-30_13h26.45.823,magic_trick,2023.1.3,157.44609823859403,
8,0,8,0,,,,,,,,,,,,,,,,,,,54.096501299995,,647514,001,2023-07-30_13h26.45.823,magic_trick,2023.1.3,157.44609823859403,
9,0,9,0,,,,,,,,,,,,,,,,,,,55.698788699985016,57.00227759999689,647514,001,2023-07-30_13h26.45.823,magic_trick,2023.1.3,157.44609823859403,
10,0,10,0,,,,,,,,,,,,,,,,,,,57.29578600003151,58.60130660003051,647514,001,2023-07-30_13h26.45.823,magic_trick,2023.1.3,157.44609823859403,
11,0,11,0,,,,,,,,,,,,,,,,,,,58.89627060003113,,647514,001,2023-07-30_13h26.45.823,magic_trick,2023.1.3,157.44609823859403,
12,0,12,0,,,,,,,,,,,,,,,,,,,60.49572420003824,,647514,001,2023-07-30_13h26.45.823,magic_trick,2023.1.3,157.44609823859403,
13,0,13,0,,,,,,,,,,,,,,,,,,,62.09458400000585,63.39905270002782,647514,001,2023-07-30_13h26.45.823,magic_trick,2023.1.3,157.44609823859403,
14,0,14,0,,,,,,,,,,,,,,,,,,,63.69615319999866,65.0009661000222,647514,001,2023-07-30_13h26.45.823,magic_trick,2023.1.3,157.44609823859403,
15,0,15,0,,,,,,,,,,,,,,,,,,,65.29802360001486,,647514,001,2023-07-30_13h26.45.823,magic_trick,2023.1.3,157.44609823859403,
16,0,16,0,,,,,,,,,,,,,,,,,,,66.89564940001583,68.20407490001526,647514,001,2023-07-30_13h26.45.823,magic_trick,2023.1.3,157.44609823859403,
17,0,17,0,,,,,,,,,,,,,,,,,,,68.49563439999474,69.8035517000244,647514,001,2023-07-30_13h26.45.823,magic_trick,2023.1.3,157.44609823859403,
18,0,18,0,,,,,,,,,,,,,,,,,,,70.09517879999476,71.40306189999683,647514,001,2023-07-30_13h26.45.823,magic_trick,2023.1.3,157.44609823859403,
19,0,19,0,,,,,,,,,,,,,,,,,,,71.69458120001946,73.00218970002607,647514,001,2023-07-30_13h26.45.823,magic_trick,2023.1.3,157.44609823859403,
20,0,20,0,,,,,,,,,,,,,,,,,,,73.29953050002223,,647514,001,2023-07-30_13h26.45.823,magic_trick,2023.1.3,157.44609823859403,
21,0,21,0,,,,,,,,,,,,,,,,,,,74.89818299998296,76.20229400001699,647514,001,2023-07-30_13h26.45.823,magic_trick,2023.1.3,157.44609823859403,
22,0,22,0,,,,,,,,,,,,,,,,,,,76.49938130000373,,647514,001,2023-07-30_13h26.45.823,magic_trick,2023.1.3,157.44609823859403,
23,0,23,0,,,,,,,,,,,,,,,,,,,78.09581790002994,79.40175479999743,647514,001,2023-07-30_13h26.45.823,magic_trick,2023.1.3,157.44609823859403,
24,0,24,0,,,,,,,,,,,,,,,,,,,79.69921490002889,,647514,001,2023-07-30_13h26.45.823,magic_trick,2023.1.3,157.44609823859403,
25,0,25,0,,,,,,,,,,,,,,,,,,,81.29895399999805,,647514,001,2023-07-30_13h26.45.823,magic_trick,2023.1.3,157.44609823859403,
26,0,26,0,,,,,,,,,,,,,,,,,,,82.89715849998174,,647514,001,2023-07-30_13h26.45.823,magic_trick,2023.1.3,157.44609823859403,
