text_2.started,key_resp.started,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,
8.500140300006024,8.500140300006024,space,1.03974060001201,None,761769,001,2023-08-03_16h29.34.798,magic_trick,2023.1.3,164.7842808787065,
