text_2.started,key_resp.started,key_resp.keys,key_resp.rt,key_resp.duration,key_resp_2.started,card_1.started,card_2.started,card_3.started,card_4.started,card_5.started,card_6.started,card_7.started,card_8.started,card_9.started,participant,session,date,expName,psychopyVersion,frameRate,
7.3634645999991335,7.3634645999991335,space,0.38741620001383126,None,,,,,,,,,,,485376,001,2023-08-06_15h24.37.874,magic_trick,2023.1.3,164.90547605649667,
,,,,,7.928819500026293,7.928819500026293,7.928819500026293,7.928819500026293,7.928819500026293,7.928819500026293,7.928819500026293,7.928819500026293,7.928819500026293,7.928819500026293,,,,,,,
