text_2.started,key_resp.started,key_resp.keys,key_resp.rt,key_resp.duration,text_3.started,key_resp_2.started,card_1.started,card_2.started,card_3.started,card_4.started,card_5.started,card_6.started,card_7.started,card_8.started,card_9.started,participant,session,date,expName,psychopyVersion,frameRate,
7.6605567000224255,7.6605567000224255,space,1.099213499983307,None,,,,,,,,,,,,244877,001,2023-08-06_16h05.05.669,magic_trick_rebuild,2023.1.3,60.00351619789667,
,,,,,8.945702600001823,8.945702600001823,8.945702600001823,8.945702600001823,8.945702600001823,8.945702600001823,8.945702600001823,8.945702600001823,8.945702600001823,8.945702600001823,8.945702600001823,,,,,,,
