trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,key_resp.duration,text_3.started,key_resp_2.started,card_1.started,card_2.started,card_3.started,card_4.started,card_5.started,card_6.started,card_7.started,card_8.started,card_9.started,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,text_4.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,polygon.started,polygon.stopped,text.started,text.stopped,card_shown.started,card_shown.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,7.401025000028312,7.401025000028312,space,0.5305936000077054,None,,,,,,,,,,,,,,,,,,,,,,,,,,282785,001,2023-08-06_15h47.56.088,magic_trick_rebuild,2023.1.3,59.97969087564203,
,,,,,,,,,8.116859300003853,8.116859300003853,8.116859300003853,8.116859300003853,8.116859300003853,8.116859300003853,8.116859300003853,8.116859300003853,8.116859300003853,8.116859300003853,8.116859300003853,space,0.4143825000501238,None,,,,,,,,,,,,282785,001,2023-08-06_15h47.56.088,magic_trick_rebuild,2023.1.3,59.97969087564203,
,,,,,,,,,,,,,,,,,,,,,,,8.550542700046208,8.550542700046208,space,0.5818436000263318,None,,,,,,,282785,001,2023-08-06_15h47.56.088,magic_trick_rebuild,2023.1.3,59.97969087564203,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,9.633248900005128,11.633363400003873,11.633363400003873,12.150485200050753,12.150485200050753,13.15014909999445,282785,001,2023-08-06_15h47.56.088,magic_trick_rebuild,2023.1.3,59.97969087564203,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,13.15014909999445,,13.649970500031486,,282785,001,2023-08-06_15h47.56.088,magic_trick_rebuild,2023.1.3,59.97969087564203,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,14.650007100019138,15.149971700040624,15.149971700040624,16.14999160001753,282785,001,2023-08-06_15h47.56.088,magic_trick_rebuild,2023.1.3,59.97969087564203,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,16.14999160001753,,16.649990100006107,,282785,001,2023-08-06_15h47.56.088,magic_trick_rebuild,2023.1.3,59.97969087564203,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,17.650004700000864,18.15001820004545,18.15001820004545,19.150059000006877,282785,001,2023-08-06_15h47.56.088,magic_trick_rebuild,2023.1.3,59.97969087564203,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.150059000006877,,,,,,,,,,
