trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,key_resp.duration,key_resp_2.started,card_1.started,card_2.started,card_3.started,card_4.started,card_5.started,card_6.started,card_7.started,card_8.started,card_9.started,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,a_card.started,a_card.stopped,participant,session,date,expName,psychopyVersion,frameRate,
153,0,153,0,,,,,,,,,,,,,,,,,,,281.8206080000091,283.1281325000018,316686,001,2023-08-03_17h49.09.084,magic_trick,2023.1.3,163.75456465214148,
154,0,154,0,,,,,,,,,,,,,,,,,,,283.4213740000123,284.72890680001,316686,001,2023-08-03_17h49.09.084,magic_trick,2023.1.3,163.75456465214148,
155,0,155,0,,,,,,,,,,,,,,,,,,,285.0268490000017,,316686,001,2023-08-03_17h49.09.084,magic_trick,2023.1.3,163.75456465214148,
156,0,156,0,,,,,,,,,,,,,,,,,,,286.626794300013,,316686,001,2023-08-03_17h49.09.084,magic_trick,2023.1.3,163.75456465214148,
157,0,157,0,,,,,,,,,,,,,,,,,,,288.22694700000284,,316686,001,2023-08-03_17h49.09.084,magic_trick,2023.1.3,163.75456465214148,
158,0,158,0,,,,,,,,,,,,,,,,,,,289.8259063000005,,316686,001,2023-08-03_17h49.09.084,magic_trick,2023.1.3,163.75456465214148,
159,0,159,0,,,,,,,,,,,,,,,,,,,291.42605380000896,,316686,001,2023-08-03_17h49.09.084,magic_trick,2023.1.3,163.75456465214148,
160,0,160,0,,,,,,,,,,,,,,,,,,,293.0263508000062,,316686,001,2023-08-03_17h49.09.084,magic_trick,2023.1.3,163.75456465214148,
161,0,161,0,,,,,,,,,,,,,,,,,,,294.62636200001,,316686,001,2023-08-03_17h49.09.084,magic_trick,2023.1.3,163.75456465214148,
162,0,162,0,,,,,,,,,,,,,,,,,,,296.2260285000084,,316686,001,2023-08-03_17h49.09.084,magic_trick,2023.1.3,163.75456465214148,
163,0,163,0,,,,,,,,,,,,,,,,,,,297.825886000006,,316686,001,2023-08-03_17h49.09.084,magic_trick,2023.1.3,163.75456465214148,
164,0,164,0,,,,,,,,,,,,,,,,,,,299.4249375000072,,316686,001,2023-08-03_17h49.09.084,magic_trick,2023.1.3,163.75456465214148,
165,0,165,0,,,,,,,,,,,,,,,,,,,301.0248541000037,,316686,001,2023-08-03_17h49.09.084,magic_trick,2023.1.3,163.75456465214148,
166,0,166,0,,,,,,,,,,,,,,,,,,,302.6247052000108,,316686,001,2023-08-03_17h49.09.084,magic_trick,2023.1.3,163.75456465214148,
167,0,167,0,,,,,,,,,,,,,,,,,,,304.2246632000024,,316686,001,2023-08-03_17h49.09.084,magic_trick,2023.1.3,163.75456465214148,
168,0,168,0,,,,,,,,,,,,,,,,,,,305.8242381000018,307.1297072000016,316686,001,2023-08-03_17h49.09.084,magic_trick,2023.1.3,163.75456465214148,
169,0,169,0,,,,,,,,,,,,,,,,,,,307.42411710000306,308.73048520000884,316686,001,2023-08-03_17h49.09.084,magic_trick,2023.1.3,163.75456465214148,
170,0,170,0,,,,,,,,,,,,,,,,,,,309.0249036000023,310.3305818000081,316686,001,2023-08-03_17h49.09.084,magic_trick,2023.1.3,163.75456465214148,
171,0,171,0,,,,,,,,,,,,,,,,,,,310.6240366000129,311.9306812000141,316686,001,2023-08-03_17h49.09.084,magic_trick,2023.1.3,163.75456465214148,
172,0,172,0,,,,,,,,,,,,,,,,,,,312.2237868000084,313.5316032000119,316686,001,2023-08-03_17h49.09.084,magic_trick,2023.1.3,163.75456465214148,
173,0,173,0,,,,,,,,,,,,,,,,,,,313.8288070000126,,316686,001,2023-08-03_17h49.09.084,magic_trick,2023.1.3,163.75456465214148,
174,0,174,0,,,,,,,,,,,,,,,,,,,315.42326730000786,316.7291907000035,316686,001,2023-08-03_17h49.09.084,magic_trick,2023.1.3,163.75456465214148,
175,0,175,0,,,,,,,,,,,,,,,,,,,317.02318280001055,318.32976550000603,316686,001,2023-08-03_17h49.09.084,magic_trick,2023.1.3,163.75456465214148,
176,0,176,0,,,,,,,,,,,,,,,,,,,318.62305550000747,319.9294956000085,316686,001,2023-08-03_17h49.09.084,magic_trick,2023.1.3,163.75456465214148,
177,0,177,0,,,,,,,,,,,,,,,,,,,320.22295020001184,,316686,001,2023-08-03_17h49.09.084,magic_trick,2023.1.3,163.75456465214148,
178,0,178,0,,,,,,,,,,,,,,,,,,,321.82317290001083,323.12913010000193,316686,001,2023-08-03_17h49.09.084,magic_trick,2023.1.3,163.75456465214148,
179,0,179,0,,,,,,,,,,,,,,,,,,,323.4224652000121,324.72632950000116,316686,001,2023-08-03_17h49.09.084,magic_trick,2023.1.3,163.75456465214148,
