text_2.started,key_resp.started,key_resp.keys,key_resp.rt,key_resp.duration,text_3.started,key_resp_2.started,card_1.started,card_2.started,card_3.started,card_4.started,card_5.started,card_6.started,card_7.started,card_8.started,card_9.started,participant,session,date,expName,psychopyVersion,frameRate,
7.456026100029703,7.456026100029703,space,0.4833729999954812,None,,,,,,,,,,,,366343,001,2023-08-06_15h31.48.486,magic_trick,2023.1.3,59.97961892391413,
,,,,,8.123832800018135,8.123832800018135,8.123832800018135,8.123832800018135,8.123832800018135,8.123832800018135,8.123832800018135,8.123832800018135,8.123832800018135,8.123832800018135,8.123832800018135,,,,,,,
