text_2.started,key_resp.started,key_resp.keys,key_resp.rt,key_resp.duration,key_resp_2.started,text_3.started,card_1.started,card_2.started,card_3.started,card_4.started,card_5.started,card_6.started,card_7.started,card_8.started,card_9.started,participant,session,date,expName,psychopyVersion,frameRate,
7.3966659999859985,7.3966659999859985,space,0.6024409999954514,None,,,,,,,,,,,,460965,001,2023-08-04_14h48.56.957,magic_trick,2023.1.3,164.90602009704236,
,,,,,8.178555399994366,8.178555399994366,8.178555399994366,8.178555399994366,8.178555399994366,8.178555399994366,8.178555399994366,8.178555399994366,8.178555399994366,8.178555399994366,8.178555399994366,,,,,,,
