trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,key_resp.duration,key_resp_2.started,card_1.started,card_2.started,card_3.started,card_4.started,card_5.started,card_6.started,card_7.started,card_8.started,card_9.started,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,card_shown.started,card_shown.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,10.138609300000098,10.138609300000098,space,11.749947899999825,None,,,,,,,,,,,,,,,,236195,001,2023-08-02_23h16.08.870,magic_trick,2023.1.3,164.84159547103766,
,,,,,,,,,22.056339499999012,22.056339499999012,22.056339499999012,22.056339499999012,22.056339499999012,22.056339499999012,22.056339499999012,22.056339499999012,22.056339499999012,22.056339499999012,space,7.064886000000115,None,,,236195,001,2023-08-02_23h16.08.870,magic_trick,2023.1.3,164.84159547103766,
0,0,0,0,,,,,,,,,,,,,,,,,,,29.423215699998764,30.731566999998904,236195,001,2023-08-02_23h16.08.870,magic_trick,2023.1.3,164.84159547103766,
1,0,1,0,,,,,,,,,,,,,,,,,,,31.023648700000194,32.33180319999883,236195,001,2023-08-02_23h16.08.870,magic_trick,2023.1.3,164.84159547103766,
2,0,2,0,,,,,,,,,,,,,,,,,,,32.62445990000015,33.93209459999889,236195,001,2023-08-02_23h16.08.870,magic_trick,2023.1.3,164.84159547103766,
3,0,3,0,,,,,,,,,,,,,,,,,,,34.22379050000018,35.53383389999908,236195,001,2023-08-02_23h16.08.870,magic_trick,2023.1.3,164.84159547103766,
4,0,4,0,,,,,,,,,,,,,,,,,,,35.825261999998474,37.13363859999845,236195,001,2023-08-02_23h16.08.870,magic_trick,2023.1.3,164.84159547103766,
5,0,5,0,,,,,,,,,,,,,,,,,,,37.42532579999897,38.73332109999865,236195,001,2023-08-02_23h16.08.870,magic_trick,2023.1.3,164.84159547103766,
6,0,6,0,,,,,,,,,,,,,,,,,,,39.02516689999902,40.33313879999878,236195,001,2023-08-02_23h16.08.870,magic_trick,2023.1.3,164.84159547103766,
7,0,7,0,,,,,,,,,,,,,,,,,,,40.62460420000025,41.93308809999871,236195,001,2023-08-02_23h16.08.870,magic_trick,2023.1.3,164.84159547103766,
8,0,8,0,,,,,,,,,,,,,,,,,,,42.22455979999904,43.53249399999913,236195,001,2023-08-02_23h16.08.870,magic_trick,2023.1.3,164.84159547103766,
9,0,9,0,,,,,,,,,,,,,,,,,,,43.82441909999943,45.13188259999879,236195,001,2023-08-02_23h16.08.870,magic_trick,2023.1.3,164.84159547103766,
10,0,10,0,,,,,,,,,,,,,,,,,,,45.42363149999983,46.731412799999816,236195,001,2023-08-02_23h16.08.870,magic_trick,2023.1.3,164.84159547103766,
11,0,11,0,,,,,,,,,,,,,,,,,,,47.02308159999848,48.33127029999923,236195,001,2023-08-02_23h16.08.870,magic_trick,2023.1.3,164.84159547103766,
12,0,12,0,,,,,,,,,,,,,,,,,,,48.62324509999962,49.931445899999744,236195,001,2023-08-02_23h16.08.870,magic_trick,2023.1.3,164.84159547103766,
13,0,13,0,,,,,,,,,,,,,,,,,,,50.22312549999879,51.531441499999346,236195,001,2023-08-02_23h16.08.870,magic_trick,2023.1.3,164.84159547103766,
14,0,14,0,,,,,,,,,,,,,,,,,,,51.82318139999916,53.130909800000154,236195,001,2023-08-02_23h16.08.870,magic_trick,2023.1.3,164.84159547103766,
15,0,15,0,,,,,,,,,,,,,,,,,,,53.42841479999879,,236195,001,2023-08-02_23h16.08.870,magic_trick,2023.1.3,164.84159547103766,
16,0,16,0,,,,,,,,,,,,,,,,,,,55.02774539999882,,236195,001,2023-08-02_23h16.08.870,magic_trick,2023.1.3,164.84159547103766,
17,0,17,0,,,,,,,,,,,,,,,,,,,56.62667169999986,,236195,001,2023-08-02_23h16.08.870,magic_trick,2023.1.3,164.84159547103766,
18,0,18,0,,,,,,,,,,,,,,,,,,,58.22567849999905,59.53317739999875,236195,001,2023-08-02_23h16.08.870,magic_trick,2023.1.3,164.84159547103766,
19,0,19,0,,,,,,,,,,,,,,,,,,,59.824585299998944,61.13317719999941,236195,001,2023-08-02_23h16.08.870,magic_trick,2023.1.3,164.84159547103766,
20,0,20,0,,,,,,,,,,,,,,,,,,,61.42463239999961,62.73312569999871,236195,001,2023-08-02_23h16.08.870,magic_trick,2023.1.3,164.84159547103766,
